站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230511204357,6.4,1000.8,87,228,9.9,1.1,10139.8
58015,20230511204357,26.5,1015.8,95,130,6.3,1.0,10114.2
58102,20230511204357,22.1,1003.5,72,282,8.5,1.4,10295.3
58118,20230511204357,15.3,1002.7,91,278,7.9,0.9,10104.2
58122,20230511204357,6.1,1001.6,30,159,0.9,0.3,10181.6
58203,20230511204357,21.4,1021.7,13,279,9.1,1.0,10004.9
58215,20230511204357,33.8,1012.7,86,47,4.5,0.8,10173.3
58221,20230511204357,23.3,1017.7,55,330,10.4,0.0,10201.5
58225,20230511204357,28.0,1017.2,99,206,4.3,0.3,10450.7
58236,20230511204357,3.2,1013.0,99,84,7.9,0.2,10326.8
58311,20230511204357,14.9,1013.6,38,279,3.1,0.6,10348.8
58314,20230511204357,29.8,1010.2,68,70,12.4,0.1,10013.9
58319,20230511204357,16.6,1024.2,2,275,7.6,0.7,10340.1
58321,20230511204357,32.6,1005.0,64,313,12.5,0.1,10151.7
58326,20230511204357,7.1,1008.1,77,67,9.0,1.3,10134.2
58336,20230511204357,21.1,1010.2,25,39,2.1,0.7,10090.4
58338,20230511204357,24.8,1012.4,30,27,8.3,0.6,10133.8
58414,20230511204357,9.3,1016.8,61,120,1.4,0.7,10202.1
58419,20230511204357,2.2,1017.5,47,208,0.8,0.7,10276.3
58424,20230511204357,2.9,1006.1,35,301,12.4,0.7,10064.0
58429,20230511204357,26.3,1018.9,30,215,11.9,1.5,10013.7
58436,20230511204357,1.4,1005.8,70,324,12.7,0.9,10471.1
58437,20230511204357,7.8,1003.9,3,332,3.9,0.4,10282.7
58520,20230511204357,26.5,1010.1,10,130,6.0,0.7,10009.9
58531,20230511204357,30.8,1017.6,93,193,6.3,0.6,10054.0
54406,20230511204357,19.5,1021.0,4,308,8.0,0.4,10091.2
54416,20230511204357,21.9,1012.3,2,160,0.7,0.3,10240.2
54511,20230511204357,8.7,1023.8,67,109,12.7,1.1,10140.0
58725,20230511204357,2.2,1014.4,72,123,13.1,0.4,10384.7
58730,20230511204357,14.1,1002.5,86,210,7.5,0.0,10481.7
58731,20230511204357,24.2,1013.2,24,55,11.7,0.4,10332.6
58734,20230511204357,10.6,1007.6,1,13,13.4,1.4,10114.6
58737,20230511204357,34.5,1014.7,27,268,2.2,0.1,10254.3
58744,20230511204357,0.1,1023.5,81,331,5.5,0.9,10275.5
58754,20230511204357,23.0,1006.4,52,248,2.1,0.2,10024.1
58818,20230511204357,28.5,1001.7,71,164,3.3,1.1,10327.2
58820,20230511204357,15.3,1006.8,17,181,9.1,0.6,10034.0
58834,20230511204357,5.1,1022.2,6,212,10.9,1.3,10331.5
58837,20230511204357,26.8,1022.1,57,219,11.5,0.7,10287.7
58843,20230511204357,29.9,1015.4,95,258,8.6,0.1,10051.3
58846,20230511204357,19.3,1003.0,34,2,8.5,1.3,10467.4
58847,20230511204357,0.9,1013.4,6,303,13.8,1.1,10473.0
58911,20230511204357,32.2,1018.5,91,246,0.7,1.4,10335.3
58918,20230511204357,9.6,1006.1,58,243,4.0,0.8,10348.3
58921,20230511204357,11.5,1016.6,85,110,6.3,0.5,10130.0
58926,20230511204357,3.1,1010.6,69,347,1.5,0.9,10328.8
58927,20230511204357,21.1,1018.8,91,324,14.1,0.8,10347.5
58931,20230511204357,24.8,1013.7,90,74,8.3,1.0,10463.7
58933,20230511204357,20.5,1009.7,80,293,7.3,0.7,10124.5
58936,20230511204357,33.2,1004.7,1,299,5.8,0.4,10102.7
58944,20230511204357,4.4,1008.6,41,210,13.4,0.6,10125.2
59113,20230511204357,9.9,1022.6,58,347,4.0,1.4,10376.4
59126,20230511204357,10.0,1018.7,40,80,0.1,0.6,10022.7
59133,20230511204357,15.4,1003.3,62,135,12.5,1.4,10161.6
59134,20230511204357,17.1,1019.4,73,330,3.0,0.9,10078.7
59321,20230511204357,24.7,1001.8,79,274,10.6,1.2,10412.3
52323,20230511204357,30.8,1022.1,77,111,3.5,1.5,10483.3
52418,20230511204357,33.7,1023.3,30,14,2.6,1.4,10179.3
52424,20230511204357,13.0,1013.3,37,146,14.3,0.0,10047.3
52436,20230511204357,6.6,1008.3,89,322,6.9,1.0,10188.5
52446,20230511204357,32.2,1008.6,64,44,9.5,0.7,10119.0
52447,20230511204357,22.6,1012.6,72,347,9.4,0.0,10291.5
52533,20230511204357,22.3,1024.9,16,135,0.5,0.7,10343.1
52546,20230511204357,1.0,1012.6,10,193,13.5,1.3,10067.6
52652,20230511204357,34.8,1023.8,10,49,12.4,0.4,10443.4
52661,20230511204357,29.2,1015.1,2,132,6.9,1.2,10151.2
52674,20230511204357,20.7,1013.6,6,358,12.2,0.8,10367.4
52679,20230511204357,33.4,1008.8,76,335,8.4,1.3,10106.1
52681,20230511204357,33.6,1018.6,22,25,5.4,0.6,10357.1
52787,20230511204357,24.6,1011.7,61,232,1.5,0.1,10262.0
52797,20230511204357,8.1,1005.4,29,180,1.5,1.3,10473.1
52884,20230511204357,13.5,1019.0,6,17,12.8,0.8,10230.4
52895,20230511204357,15.2,1005.4,47,154,0.6,0.7,10102.8
52983,20230511204357,7.6,1014.4,67,43,10.3,0.7,10098.2
52984,20230511204357,23.8,1007.9,5,74,8.4,0.4,10481.6
52986,20230511204357,15.3,1017.5,99,259,12.2,1.1,10074.2
52996,20230511204357,21.7,1025.9,3,253,10.9,0.8,10062.3
53821,20230511204357,23.6,1006.9,7,211,11.8,0.1,10046.6
53915,20230511204357,20.3,1001.4,76,151,14.8,1.1,10123.0
53923,20230511204357,25.0,1021.2,53,294,7.9,0.2,10498.1
56074,20230511204357,25.3,1025.2,83,2,4.7,1.2,10231.1
56080,20230511204357,24.1,1025.1,15,187,0.5,0.9,10308.3
56093,20230511204357,16.8,1004.3,86,306,0.4,0.0,10111.1
56096,20230511204357,6.8,1020.2,36,265,5.4,1.1,10203.8
57014,20230511204357,3.2,1018.5,45,357,4.9,1.5,10469.0
57996,20230511204357,3.7,1025.8,12,206,10.0,1.4,10424.2
59072,20230511204357,21.9,1013.6,45,251,5.1,0.5,10022.1
59082,20230511204357,7.9,1020.7,68,109,3.6,1.0,10007.2
59087,20230511204357,17.8,1006.1,18,147,13.3,0.6,10029.0
59088,20230511204357,0.3,1001.9,62,211,5.2,0.8,10039.5
59096,20230511204357,16.1,1009.0,76,100,0.3,0.3,10212.7
59097,20230511204357,18.1,1013.6,21,161,14.5,0.3,10478.1
59107,20230511204357,18.5,1023.6,70,255,13.3,0.3,10063.3
59116,20230511204357,2.0,1013.1,72,149,9.2,0.4,10174.2
59117,20230511204357,0.9,1009.5,24,79,10.5,1.4,10289.5
59271,20230511204357,8.0,1005.0,3,207,12.3,0.6,10408.6
59278,20230511204357,8.3,1010.2,5,43,0.3,1.3,10445.3
59280,20230511204357,9.7,1024.2,81,305,11.3,0.0,10110.6
59287,20230511204357,2.8,1011.1,40,342,9.1,1.0,10434.0
59289,20230511204357,24.9,1016.0,65,230,8.5,0.2,10417.5
59293,20230511204357,8.0,1015.2,59,280,0.6,1.4,10104.9
59294,20230511204357,0.7,1015.3,62,228,5.2,0.9,10009.9
59298,20230511204357,11.6,1023.7,13,205,3.4,0.3,10020.2
59303,20230511204357,29.7,1013.8,33,276,3.3,0.0,10057.3
59304,20230511204357,32.0,1010.1,69,40,6.1,0.6,10450.5
59306,20230511204357,11.2,1011.1,44,279,13.1,0.8,10370.4
59310,20230511204357,17.8,1017.6,86,123,5.1,1.3,10069.2
59316,20230511204357,22.9,1005.3,9,344,2.1,1.3,10251.2
59317,20230511204357,12.4,1020.1,32,336,11.0,0.7,10396.4
59324,20230511204357,19.2,1019.3,69,320,2.1,1.1,10297.4
59456,20230511204357,5.0,1024.6,53,57,12.2,1.3,10245.6
59462,20230511204357,27.8,1012.4,23,280,4.4,1.0,10250.3
59478,20230511204357,33.6,1022.5,71,73,11.9,0.5,10029.6
59485,20230511204357,1.3,1003.5,10,32,8.3,0.1,10468.1
59488,20230511204357,8.7,1021.0,65,218,6.3,0.4,10441.0
59493,20230511204357,0.2,1002.8,41,171,9.9,1.4,10094.6
59501,20230511204357,11.9,1020.7,49,140,12.4,1.0,10032.2
59658,20230511204357,15.0,1005.4,87,82,7.9,0.7,10471.3
59663,20230511204357,17.8,1017.9,20,310,1.6,1.1,10044.8
59664,20230511204357,26.5,1009.4,28,294,11.4,0.4,10353.8
59673,20230511204357,8.4,1024.9,2,48,3.3,0.1,10163.5
