站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230511203457,7.9,1005.5,74,355,13.5,0.6,10291.0
58015,20230511203457,27.4,1019.3,95,358,9.8,1.1,10341.9
58102,20230511203457,17.4,1003.6,89,156,12.4,0.5,10330.5
58118,20230511203457,0.9,1020.9,68,105,4.5,0.0,10006.1
58122,20230511203457,30.4,1004.9,47,149,1.6,0.4,10140.6
58203,20230511203457,1.9,1002.5,19,219,7.8,1.2,10058.1
58215,20230511203457,33.1,1023.6,15,73,6.4,0.6,10085.4
58221,20230511203457,20.0,1006.6,9,308,0.3,1.5,10164.3
58225,20230511203457,5.4,1013.1,30,339,4.7,0.4,10387.9
58236,20230511203457,21.3,1016.5,38,266,0.0,1.1,10089.9
58311,20230511203457,29.8,1025.7,75,89,2.5,0.4,10437.3
58314,20230511203457,27.3,1009.9,37,210,6.8,0.5,10086.4
58319,20230511203457,34.7,1010.4,5,21,13.2,1.4,10299.7
58321,20230511203457,33.2,1022.6,42,302,11.6,0.2,10293.2
58326,20230511203457,33.0,1021.3,6,320,11.0,1.1,10199.1
58336,20230511203457,19.3,1006.6,38,277,1.8,0.5,10026.9
58338,20230511203457,19.4,1005.2,100,269,4.7,1.1,10335.3
58414,20230511203457,19.1,1018.3,52,29,10.9,1.2,10073.1
58419,20230511203457,9.9,1006.4,65,265,11.2,0.1,10211.9
58424,20230511203457,30.4,1001.3,57,192,12.6,0.9,10405.8
58429,20230511203457,34.5,1006.8,2,222,4.3,0.4,10466.1
58436,20230511203457,19.2,1021.3,23,291,5.3,0.1,10409.7
58437,20230511203457,11.5,1000.4,37,178,14.3,0.0,10269.5
58520,20230511203457,14.0,1021.3,83,282,12.6,0.2,10246.4
58531,20230511203457,33.8,1016.0,41,321,5.5,1.3,10495.5
54406,20230511203457,10.1,1004.6,28,338,0.6,0.9,10350.4
54416,20230511203457,34.4,1013.3,43,72,9.7,1.0,10326.1
54511,20230511203457,14.9,1017.7,100,91,0.6,0.5,10148.9
58725,20230511203457,12.4,1018.1,81,181,0.6,0.8,10395.9
58730,20230511203457,11.6,1007.8,80,182,10.9,0.2,10327.5
58731,20230511203457,31.3,1021.2,15,325,14.0,1.3,10411.8
58734,20230511203457,26.8,1025.4,13,201,12.2,0.7,10346.6
58737,20230511203457,6.3,1017.2,18,176,11.5,0.9,10163.6
58744,20230511203457,20.3,1012.6,54,257,13.5,0.4,10277.3
58754,20230511203457,25.1,1004.2,4,104,5.4,0.6,10347.8
58818,20230511203457,23.5,1010.2,91,215,1.6,0.3,10042.9
58820,20230511203457,24.1,1019.1,53,122,11.1,0.5,10297.5
58834,20230511203457,34.3,1004.6,98,160,4.2,0.6,10113.5
58837,20230511203457,26.2,1011.9,41,46,12.8,0.7,10434.8
58843,20230511203457,17.7,1008.1,84,212,14.0,1.3,10399.2
58846,20230511203457,16.3,1015.8,88,159,9.5,1.5,10109.0
58847,20230511203457,7.7,1002.7,14,4,13.3,0.6,10239.4
58911,20230511203457,30.3,1025.9,26,187,5.0,1.3,10406.2
58918,20230511203457,2.2,1007.1,28,233,7.4,1.0,10448.3
58921,20230511203457,32.3,1017.1,65,214,6.4,0.3,10124.3
58926,20230511203457,31.6,1010.9,100,229,0.9,1.2,10364.5
58927,20230511203457,31.1,1022.1,91,182,14.0,1.2,10051.8
58931,20230511203457,13.3,1025.3,20,91,4.4,1.1,10485.1
58933,20230511203457,35.0,1016.4,83,356,4.7,0.2,10184.2
58936,20230511203457,11.0,1018.2,36,345,4.6,1.5,10305.7
58944,20230511203457,11.6,1006.7,2,122,7.6,1.5,10266.0
59113,20230511203457,0.0,1011.9,11,249,4.5,1.4,10496.4
59126,20230511203457,23.0,1024.9,17,20,4.0,1.0,10451.9
59133,20230511203457,1.1,1020.9,7,274,0.1,0.2,10183.5
59134,20230511203457,8.4,1007.4,79,147,7.8,1.1,10452.7
59321,20230511203457,25.3,1016.0,38,191,13.4,0.0,10049.5
52323,20230511203457,31.7,1010.0,65,231,6.1,0.4,10148.1
52418,20230511203457,5.1,1022.8,81,233,3.2,0.6,10081.7
52424,20230511203457,30.6,1025.2,84,154,1.1,0.9,10344.2
52436,20230511203457,10.5,1010.0,3,304,2.0,0.8,10208.3
52446,20230511203457,3.1,1017.7,52,266,2.4,0.3,10163.7
52447,20230511203457,28.7,1018.0,41,282,13.5,0.0,10060.3
52533,20230511203457,7.8,1024.6,88,42,9.5,0.6,10172.1
52546,20230511203457,15.3,1003.4,31,159,7.9,1.2,10131.9
52652,20230511203457,5.5,1007.3,16,147,7.2,0.6,10436.4
52661,20230511203457,21.1,1021.9,3,255,13.6,0.3,10469.0
52674,20230511203457,0.1,1000.9,67,340,3.2,1.3,10304.1
52679,20230511203457,7.1,1007.1,83,107,1.2,1.2,10074.7
52681,20230511203457,5.9,1014.4,34,294,12.7,0.8,10213.0
52787,20230511203457,27.0,1011.7,48,220,0.3,0.5,10059.3
52797,20230511203457,21.4,1018.8,67,260,1.8,0.4,10004.3
52884,20230511203457,28.7,1017.9,47,88,11.5,0.8,10145.0
52895,20230511203457,28.4,1024.0,6,82,9.4,0.7,10092.6
52983,20230511203457,22.8,1009.6,23,165,6.0,0.1,10456.2
52984,20230511203457,4.8,1015.2,15,314,12.1,1.2,10414.5
52986,20230511203457,3.7,1021.1,19,9,0.5,0.4,10072.3
52996,20230511203457,22.1,1005.5,38,352,9.0,1.1,10183.4
53821,20230511203457,14.9,1003.1,96,51,2.9,1.3,10022.3
53915,20230511203457,31.5,1007.8,16,55,1.3,0.1,10249.8
53923,20230511203457,27.8,1001.8,29,295,7.9,0.7,10426.2
56074,20230511203457,6.0,1002.3,87,189,1.0,0.8,10035.6
