站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230511201857,18.1,1023.1,46,247,8.7,0.0,10246.3
58015,20230511201857,2.2,1021.7,68,103,2.1,1.2,10407.7
58102,20230511201857,6.6,1000.3,36,78,7.8,1.1,10091.9
58118,20230511201857,25.2,1012.3,50,291,1.2,0.2,10200.5
58122,20230511201857,17.6,1026.3,74,15,1.6,0.7,10136.1
58203,20230511201857,14.3,1015.1,15,4,7.8,1.3,10197.4
58215,20230511201857,24.2,1022.4,33,200,0.7,0.3,10091.7
58221,20230511201857,32.0,1012.8,8,210,5.8,0.9,10182.1
58225,20230511201857,22.1,1016.7,34,154,1.7,0.2,10008.9
58236,20230511201857,16.7,1025.7,76,353,5.8,1.3,10432.0
58311,20230511201857,24.2,1007.9,49,131,5.5,0.8,10429.1
58314,20230511201857,27.9,1024.2,22,21,11.7,1.3,10097.3
58319,20230511201857,9.1,1025.5,97,238,13.9,0.5,10119.1
58321,20230511201857,5.4,1009.8,46,264,11.5,0.0,10364.2
58326,20230511201857,29.8,1005.3,88,25,8.9,0.0,10217.8
58336,20230511201857,2.8,1019.3,60,170,2.0,0.0,10056.0
58338,20230511201857,20.0,1006.6,87,155,0.3,1.0,10368.4
58414,20230511201857,12.1,1005.4,79,291,10.2,0.3,10184.5
58419,20230511201857,0.2,1007.8,86,75,1.1,1.3,10407.9
58424,20230511201857,33.3,1007.4,69,28,12.9,0.7,10098.4
58429,20230511201857,21.6,1007.0,22,9,7.3,1.1,10194.6
58436,20230511201857,6.9,1003.9,71,181,10.5,0.0,10197.2
58437,20230511201857,9.9,1001.2,21,327,12.5,0.9,10386.5
58520,20230511201857,8.1,1005.8,88,162,8.9,0.7,10333.2
58531,20230511201857,28.5,1008.2,53,211,14.9,0.9,10356.6
54406,20230511201857,9.6,1016.7,70,21,7.3,1.5,10021.0
54416,20230511201857,12.5,1010.6,100,348,11.8,1.5,10215.4
54511,20230511201857,17.0,1024.5,91,267,10.5,1.3,10430.0
58725,20230511201857,20.5,1013.9,76,76,7.1,0.7,10419.4
58730,20230511201857,33.7,1006.7,52,135,8.6,0.4,10488.8
58731,20230511201857,31.6,1025.8,76,52,0.4,0.3,10003.8
58734,20230511201857,28.0,1013.6,49,223,2.1,0.2,10409.0
58737,20230511201857,13.4,1003.2,92,6,5.4,0.2,10137.6
58744,20230511201857,0.6,1025.0,86,218,14.9,0.4,10234.6
58754,20230511201857,26.5,1004.1,46,138,2.4,0.5,10472.1
58818,20230511201857,18.3,1005.6,73,76,4.2,1.2,10415.8
58820,20230511201857,19.1,1017.1,42,17,3.0,1.2,10275.1
58834,20230511201857,12.9,1007.2,70,82,14.9,0.2,10119.5
