站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230511204457,19.7,1005.2,31,97,9.4,0.7,10178.5
58015,20230511204457,7.7,1009.9,29,275,8.8,0.2,10480.3
58102,20230511204457,21.7,1003.5,35,70,4.7,1.2,10030.6
58118,20230511204457,12.7,1009.6,17,0,14.7,0.1,10087.1
58122,20230511204457,24.0,1010.9,68,309,6.1,0.9,10156.4
58203,20230511204457,15.8,1009.8,30,45,10.7,0.9,10076.4
58215,20230511204457,21.7,1005.2,6,298,14.2,0.7,10025.5
58221,20230511204457,4.9,1010.0,86,102,5.2,0.9,10381.7
58225,20230511204457,0.1,1012.8,75,158,2.0,0.5,10186.5
58236,20230511204457,3.1,1007.5,54,71,4.8,1.4,10089.3
58311,20230511204457,12.0,1017.0,17,185,1.9,0.1,10252.1
58314,20230511204457,33.4,1019.5,96,14,13.0,0.4,10438.6
58319,20230511204457,2.9,1002.5,3,254,7.5,0.8,10391.3
58321,20230511204457,31.8,1013.9,1,71,5.9,0.9,10325.3
58326,20230511204457,17.6,1015.8,79,225,12.8,0.6,10369.9
58336,20230511204457,9.4,1016.9,50,293,8.4,0.0,10200.5
58338,20230511204457,23.7,1023.3,68,329,1.3,1.0,10401.3
58414,20230511204457,20.3,1020.3,89,198,6.8,0.4,10478.4
58419,20230511204457,32.6,1009.5,44,69,13.3,0.5,10132.4
58424,20230511204457,5.8,1012.2,81,153,3.6,0.5,10163.7
58429,20230511204457,32.6,1019.5,47,320,5.3,0.1,10364.1
58436,20230511204457,30.7,1015.3,78,130,13.2,1.3,10021.7
58437,20230511204457,19.5,1011.4,70,33,0.4,0.0,10408.6
58520,20230511204457,34.6,1002.0,29,233,10.4,1.2,10190.4
58531,20230511204457,28.5,1025.4,46,6,6.4,0.3,10148.7
54406,20230511204457,29.5,1017.4,48,17,4.0,0.8,10415.7
54416,20230511204457,12.8,1005.8,49,116,5.2,1.0,10253.1
54511,20230511204457,14.2,1005.4,85,209,2.0,0.8,10317.5
58725,20230511204457,18.7,1014.0,22,227,6.4,0.6,10333.5
58730,20230511204457,28.3,1003.4,92,20,1.5,0.7,10436.8
58731,20230511204457,32.5,1024.2,91,219,11.1,1.4,10320.1
58734,20230511204457,29.9,1000.5,18,144,14.5,0.1,10305.1
58737,20230511204457,33.1,1000.7,81,131,14.2,0.1,10122.4
58744,20230511204457,10.8,1007.4,97,290,8.0,0.0,10438.2
58754,20230511204457,7.4,1019.4,33,83,14.6,0.6,10234.2
58818,20230511204457,19.8,1016.2,43,255,2.9,1.1,10130.0
58820,20230511204457,34.3,1021.4,30,323,8.1,1.3,10019.8
58834,20230511204457,34.1,1019.2,99,33,13.1,1.4,10390.2
58837,20230511204457,34.3,1023.7,66,298,1.1,1.4,10321.0
58843,20230511204457,18.3,1003.9,97,39,9.3,0.2,10144.6
58846,20230511204457,30.6,1006.4,99,199,11.3,0.7,10152.2
58847,20230511204457,27.6,1015.8,31,50,10.0,0.0,10072.3
58911,20230511204457,10.5,1024.6,79,284,10.9,0.0,10078.7
58918,20230511204457,32.2,1010.6,17,262,7.2,0.0,10430.1
58921,20230511204457,2.2,1025.2,49,139,0.1,1.0,10085.5
58926,20230511204457,25.0,1014.7,34,254,1.5,0.7,10369.2
58927,20230511204457,11.2,1015.2,93,278,12.4,1.1,10292.4
58931,20230511204457,32.4,1020.7,50,277,11.5,0.5,10441.7
58933,20230511204457,30.4,1012.4,47,135,3.1,1.4,10132.5
58936,20230511204457,4.8,1010.5,38,190,7.2,1.0,10402.9
58944,20230511204457,9.5,1006.5,2,135,3.7,0.2,10094.6
59113,20230511204457,13.5,1026.2,1,18,8.6,0.9,10353.9
59126,20230511204457,34.2,1010.1,1,140,9.7,0.6,10106.9
59133,20230511204457,14.3,1021.7,47,272,13.7,0.3,10052.9
59134,20230511204457,28.9,1022.3,80,312,10.0,0.0,10078.4
59321,20230511204457,3.6,1011.3,66,73,14.5,0.6,10445.6
52323,20230511204457,28.3,1000.9,60,184,8.8,1.5,10027.8
52418,20230511204457,21.5,1010.5,78,44,4.8,0.7,10139.4
52424,20230511204457,30.8,1014.4,44,199,6.7,1.4,10086.5
52436,20230511204457,9.3,1004.1,12,138,13.7,1.2,10256.3
52446,20230511204457,15.9,1022.6,16,56,11.6,1.0,10076.3
52447,20230511204457,13.3,1008.9,82,321,3.9,1.4,10057.6
52533,20230511204457,16.8,1025.2,87,25,9.1,0.5,10396.5
52546,20230511204457,23.1,1009.5,29,99,11.3,1.5,10257.2
52652,20230511204457,4.3,1014.9,54,75,11.6,0.8,10193.2
52661,20230511204457,32.0,1025.7,8,120,12.6,0.1,10150.4
52674,20230511204457,11.8,1019.7,92,5,8.1,0.9,10490.0
52679,20230511204457,15.2,1008.3,60,336,1.3,1.5,10106.2
52681,20230511204457,24.9,1019.3,58,309,9.7,1.0,10084.0
52787,20230511204457,13.9,1018.8,68,279,7.0,1.4,10430.6
52797,20230511204457,12.0,1013.5,78,317,1.5,0.8,10459.8
52884,20230511204457,21.3,1013.2,58,51,10.7,0.0,10202.8
52895,20230511204457,32.5,1017.5,76,178,3.3,0.8,10323.3
52983,20230511204457,12.5,1003.4,44,238,7.4,0.2,10143.9
52984,20230511204457,28.2,1007.7,42,265,10.4,0.6,10204.3
52986,20230511204457,1.7,1001.3,38,276,3.7,0.2,10286.0
52996,20230511204457,34.2,1016.4,99,46,11.9,0.9,10261.0
53821,20230511204457,18.9,1026.4,97,116,5.5,0.7,10371.7
53915,20230511204457,1.5,1021.4,85,296,14.3,0.5,10057.9
53923,20230511204457,2.8,1023.7,85,307,8.7,0.9,10490.4
56074,20230511204457,2.5,1020.4,75,358,13.3,0.8,10108.3
56080,20230511204457,33.0,1005.0,53,148,11.1,1.2,10282.0
56093,20230511204457,14.0,1012.0,32,326,9.6,1.1,10038.9
56096,20230511204457,23.0,1019.6,49,276,4.5,0.8,10143.0
57014,20230511204457,13.5,1017.2,91,68,12.6,1.2,10446.7
57996,20230511204457,20.3,1019.6,63,135,14.1,1.0,10028.0
59072,20230511204457,32.1,1024.7,20,81,0.7,0.6,10055.3
59082,20230511204457,16.4,1025.7,95,34,6.5,0.6,10033.5
59087,20230511204457,1.7,1009.1,91,152,8.5,0.4,10269.2
59088,20230511204457,16.4,1024.2,79,124,8.8,0.4,10099.4
59096,20230511204457,12.2,1006.9,15,263,2.6,0.2,10327.7
59097,20230511204457,18.4,1013.6,78,330,5.6,0.7,10481.4
59107,20230511204457,10.0,1025.6,71,352,4.2,0.8,10102.9
59116,20230511204457,15.8,1018.3,78,151,9.0,0.3,10006.4
59117,20230511204457,8.3,1024.8,60,241,0.9,0.6,10301.3
59271,20230511204457,15.5,1012.2,54,150,9.8,1.0,10412.3
59278,20230511204457,0.4,1010.4,1,238,7.0,0.6,10229.4
59280,20230511204457,27.5,1008.6,87,224,12.6,1.1,10307.1
59287,20230511204457,33.9,1011.3,57,78,7.1,0.3,10378.5
59289,20230511204457,8.1,1018.3,60,227,10.5,0.9,10047.7
59293,20230511204457,4.5,1021.0,54,20,5.1,0.5,10016.8
59294,20230511204457,26.0,1020.8,1,338,10.6,0.7,10247.6
59298,20230511204457,25.0,1015.4,23,200,7.7,0.6,10450.8
59303,20230511204457,8.3,1014.6,62,54,3.9,0.5,10058.8
59304,20230511204457,10.3,1017.1,43,191,13.3,1.1,10219.1
59306,20230511204457,4.1,1004.5,3,148,2.6,0.6,10079.3
59310,20230511204457,20.2,1005.0,34,237,10.2,0.3,10282.9
59316,20230511204457,1.8,1022.9,21,154,3.2,0.9,10246.4
59317,20230511204457,14.0,1012.7,23,268,14.0,1.2,10271.8
