站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230511201957,5.1,1017.2,99,269,9.7,1.5,10023.1
58015,20230511201957,15.9,1021.5,79,266,1.7,0.1,10083.7
58102,20230511201957,7.2,1012.7,56,187,10.9,1.0,10155.5
58118,20230511201957,24.2,1017.6,41,254,11.2,0.9,10080.3
58122,20230511201957,4.9,1010.9,30,143,3.7,0.3,10400.7
58203,20230511201957,29.4,1018.0,74,208,13.5,0.7,10335.7
58215,20230511201957,28.6,1014.4,42,284,13.7,1.2,10483.9
58221,20230511201957,15.1,1006.8,72,105,11.5,0.3,10424.5
58225,20230511201957,3.0,1004.5,100,25,7.5,0.1,10130.0
58236,20230511201957,18.5,1020.3,3,252,4.9,0.7,10142.1
58311,20230511201957,18.5,1010.6,8,343,13.5,0.4,10174.0
58314,20230511201957,13.2,1001.6,51,112,13.4,1.3,10124.2
58319,20230511201957,0.1,1008.4,42,130,7.5,0.5,10284.8
58321,20230511201957,12.7,1023.4,38,58,8.2,0.3,10070.6
58326,20230511201957,20.4,1020.8,23,210,4.9,0.9,10071.9
58336,20230511201957,8.1,1021.1,14,51,2.7,0.7,10002.0
58338,20230511201957,14.2,1021.2,47,305,12.3,1.5,10192.1
58414,20230511201957,17.7,1004.0,85,160,5.4,1.3,10060.0
58419,20230511201957,30.9,1015.9,41,342,3.4,1.1,10035.5
58424,20230511201957,23.1,1004.3,11,13,3.2,0.7,10092.3
58429,20230511201957,0.8,1021.0,21,355,2.9,0.2,10399.1
58436,20230511201957,15.0,1000.1,90,291,13.6,0.1,10118.2
58437,20230511201957,19.8,1001.3,75,102,1.4,1.5,10265.9
58520,20230511201957,3.6,1003.9,54,4,13.2,1.5,10416.9
58531,20230511201957,31.1,1003.5,95,336,3.0,1.4,10294.7
54406,20230511201957,10.2,1018.5,45,153,14.3,0.1,10006.4
54416,20230511201957,11.4,1003.5,73,274,10.8,0.7,10444.5
54511,20230511201957,18.0,1016.4,66,343,5.0,1.0,10416.1
58725,20230511201957,16.1,1000.5,70,39,12.5,0.7,10272.5
58730,20230511201957,33.2,1011.8,31,27,11.8,0.3,10282.4
58731,20230511201957,5.5,1022.5,2,323,12.1,0.9,10305.2
58734,20230511201957,32.0,1012.0,79,238,13.6,1.1,10265.8
58737,20230511201957,26.7,1004.5,93,301,0.0,0.5,10189.7
58744,20230511201957,23.9,1003.8,100,272,11.2,0.5,10306.7
58754,20230511201957,9.6,1001.6,85,26,1.7,0.1,10394.1
58818,20230511201957,10.3,1012.4,11,43,13.1,0.0,10060.8
58820,20230511201957,12.2,1007.8,15,56,14.8,1.5,10436.0
58834,20230511201957,24.1,1026.2,2,235,0.1,0.4,10246.4
58837,20230511201957,22.2,1012.5,61,147,8.8,0.0,10198.3
58843,20230511201957,3.7,1015.4,87,347,14.3,0.5,10329.3
58846,20230511201957,0.8,1020.2,57,346,2.3,1.5,10277.7
58847,20230511201957,8.8,1017.5,85,312,0.4,0.2,10084.7
58911,20230511201957,13.1,1000.1,8,342,1.8,1.5,10295.3
58918,20230511201957,5.3,1024.1,68,234,10.0,0.2,10426.1
58921,20230511201957,2.2,1007.5,38,111,9.4,0.5,10102.6
58926,20230511201957,13.8,1015.6,26,63,4.8,0.5,10346.5
58927,20230511201957,24.2,1002.0,15,200,8.4,0.2,10046.2
58931,20230511201957,3.7,1008.8,6,313,10.9,0.0,10041.3
58933,20230511201957,23.0,1023.0,95,106,13.5,1.5,10447.5
58936,20230511201957,28.1,1018.8,49,219,9.5,0.1,10455.4
58944,20230511201957,19.8,1014.9,10,240,13.2,1.2,10235.0
