站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230511203257,1.8,1004.5,4,301,8.2,1.5,10235.0
58015,20230511203257,9.3,1009.2,25,241,8.9,0.2,10487.6
58102,20230511203257,0.3,1012.9,97,23,4.4,0.7,10376.1
58118,20230511203257,13.5,1013.0,15,17,6.4,0.7,10360.3
58122,20230511203257,25.9,1021.4,23,347,4.6,0.5,10104.5
58203,20230511203257,14.0,1011.1,89,6,7.8,1.2,10341.2
58215,20230511203257,3.8,1000.4,51,266,8.8,1.0,10098.9
58221,20230511203257,30.2,1000.3,21,111,1.0,0.2,10147.2
58225,20230511203257,28.7,1012.9,13,274,4.5,1.0,10359.3
58236,20230511203257,16.7,1023.1,55,234,14.7,0.2,10479.7
58311,20230511203257,18.1,1017.4,81,235,13.5,1.4,10239.6
58314,20230511203257,2.1,1009.2,96,161,9.5,1.1,10352.2
58319,20230511203257,21.3,1002.6,13,22,11.2,1.2,10266.6
58321,20230511203257,3.5,1017.0,51,113,2.1,1.3,10098.9
58326,20230511203257,15.7,1025.6,8,57,6.2,1.1,10229.6
58336,20230511203257,9.7,1023.0,59,136,9.7,0.2,10360.7
58338,20230511203257,9.0,1004.8,74,319,12.7,0.1,10024.5
58414,20230511203257,34.7,1022.2,59,329,2.2,0.4,10485.9
58419,20230511203257,17.9,1004.2,82,235,12.1,0.0,10232.9
58424,20230511203257,33.7,1003.0,57,155,0.0,0.3,10493.3
58429,20230511203257,24.1,1005.1,53,311,4.6,0.5,10248.2
58436,20230511203257,19.4,1018.8,25,263,2.5,1.0,10071.9
58437,20230511203257,0.3,1014.4,19,83,1.4,0.7,10411.7
58520,20230511203257,19.3,1025.1,23,152,2.1,0.3,10359.4
58531,20230511203257,3.6,1021.8,24,50,7.1,0.4,10101.3
54406,20230511203257,9.6,1016.5,57,291,6.8,0.4,10366.3
54416,20230511203257,27.7,1007.1,71,335,6.0,1.2,10023.6
54511,20230511203257,18.9,1000.1,2,13,3.2,1.1,10034.7
58725,20230511203257,10.5,1004.6,51,247,10.6,0.9,10478.7
58730,20230511203257,25.2,1024.8,64,77,5.9,1.1,10138.5
58731,20230511203257,8.9,1017.6,47,205,11.7,1.2,10168.7
58734,20230511203257,11.9,1018.8,63,326,14.9,0.7,10152.0
58737,20230511203257,8.5,1003.9,11,107,14.7,1.2,10251.8
58744,20230511203257,29.9,1025.2,66,101,14.1,0.8,10256.9
58754,20230511203257,7.5,1000.2,19,281,10.5,1.2,10087.1
58818,20230511203257,25.7,1010.7,31,115,4.2,0.9,10163.6
58820,20230511203257,5.6,1004.3,38,185,4.7,0.7,10415.3
58834,20230511203257,6.6,1011.6,80,59,4.9,0.4,10115.7
58837,20230511203257,32.3,1005.2,64,126,13.1,1.3,10024.6
58843,20230511203257,6.2,1016.3,39,301,3.2,0.0,10296.3
58846,20230511203257,22.9,1014.0,83,78,2.4,0.7,10301.5
58847,20230511203257,25.8,1001.9,61,18,3.0,0.3,10319.2
58911,20230511203257,8.6,1003.3,3,103,1.7,0.1,10464.5
58918,20230511203257,29.8,1018.5,50,234,5.0,1.1,10223.7
58921,20230511203257,26.3,1021.1,65,150,2.7,0.2,10266.5
58926,20230511203257,18.4,1016.3,29,316,3.7,0.0,10414.6
58927,20230511203257,14.3,1019.9,17,311,6.7,1.0,10389.8
58931,20230511203257,6.3,1004.7,49,262,4.0,0.1,10050.6
58933,20230511203257,22.2,1026.3,66,53,14.9,0.1,10352.2
58936,20230511203257,12.3,1017.3,69,91,4.6,0.4,10468.9
58944,20230511203257,13.2,1001.9,8,194,6.5,0.3,10266.0
59113,20230511203257,33.7,1001.1,37,299,13.5,0.4,10047.8
59126,20230511203257,34.9,1010.8,72,86,2.3,1.2,10108.8
59133,20230511203257,7.4,1002.7,80,333,9.7,0.7,10017.3
59134,20230511203257,17.0,1010.0,97,30,8.1,1.5,10168.1
59321,20230511203257,28.7,1016.7,95,1,12.5,1.0,10174.4
52323,20230511203257,33.5,1003.1,56,46,4.9,0.2,10067.3
52418,20230511203257,31.8,1003.4,96,357,8.3,0.6,10368.8
52424,20230511203257,22.3,1022.8,39,76,12.0,1.1,10364.4
52436,20230511203257,29.2,1010.3,45,310,11.7,1.4,10321.2
52446,20230511203257,14.3,1006.3,85,353,8.9,1.1,10382.6
52447,20230511203257,7.7,1018.0,96,15,13.1,0.2,10203.1
52533,20230511203257,22.2,1002.4,67,148,9.4,0.1,10452.7
52546,20230511203257,31.4,1000.2,84,318,13.0,1.5,10461.6
52652,20230511203257,6.9,1011.5,5,122,9.5,0.0,10182.9
52661,20230511203257,23.5,1006.3,91,105,4.5,1.3,10227.2
52674,20230511203257,32.2,1004.5,6,76,14.9,0.4,10309.8
52679,20230511203257,6.6,1019.9,73,270,12.3,0.4,10023.5
52681,20230511203257,2.5,1016.2,2,155,10.9,0.5,10310.7
52787,20230511203257,33.3,1004.4,98,351,12.4,1.2,10478.2
52797,20230511203257,9.2,1022.5,10,0,10.7,1.5,10378.1
52884,20230511203257,3.7,1008.1,93,282,12.0,1.3,10156.7
52895,20230511203257,23.5,1019.3,46,8,6.2,1.5,10141.5
52983,20230511203257,6.1,1000.2,55,158,14.8,0.3,10007.7
52984,20230511203257,19.1,1025.6,87,104,1.9,1.5,10313.5
52986,20230511203257,21.0,1008.4,94,293,10.5,0.1,10147.3
52996,20230511203257,2.5,1011.9,52,242,12.7,1.3,10421.2
53821,20230511203257,24.7,1022.1,80,234,9.8,0.9,10341.0
53915,20230511203257,33.8,1025.3,63,23,3.0,0.4,10401.9
53923,20230511203257,17.2,1020.2,17,47,1.4,1.3,10244.6
56074,20230511203257,2.7,1008.8,100,141,0.3,1.1,10313.4
56080,20230511203257,18.2,1010.2,99,184,14.8,0.1,10076.7
56093,20230511203257,27.3,1005.9,84,215,10.3,0.1,10049.2
56096,20230511203257,20.6,1003.2,91,16,9.6,1.4,10179.7
57014,20230511203257,35.0,1019.2,77,214,6.8,1.5,10355.0
57996,20230511203257,11.7,1020.5,11,27,8.2,1.3,10083.1
59072,20230511203257,32.0,1010.5,75,259,0.7,0.1,10171.1
59082,20230511203257,6.2,1018.9,98,347,10.1,0.8,10201.7
59087,20230511203257,11.7,1025.1,99,330,6.4,0.6,10077.8
59088,20230511203257,23.5,1003.9,32,307,13.4,1.4,10392.5
59096,20230511203257,31.7,1000.3,51,169,9.3,0.9,10197.6
59097,20230511203257,10.9,1011.7,8,322,3.7,0.0,10225.1
59107,20230511203257,31.6,1004.4,97,28,9.1,1.1,10253.2
59116,20230511203257,4.7,1003.8,48,181,12.7,1.1,10272.6
59117,20230511203257,34.1,1007.1,15,163,12.4,0.1,10417.3
59271,20230511203257,3.2,1014.0,66,32,12.4,0.8,10187.0
59278,20230511203257,33.5,1021.8,49,22,7.3,0.8,10333.9
59280,20230511203257,20.9,1013.3,46,281,6.7,0.1,10432.9
59287,20230511203257,14.7,1004.7,63,20,9.3,0.4,10130.6
59289,20230511203257,31.4,1022.0,81,238,13.7,1.3,10336.4
59293,20230511203257,32.5,1018.9,50,325,9.9,0.1,10191.7
59294,20230511203257,26.2,1014.8,23,118,13.9,1.5,10475.2
59298,20230511203257,13.1,1011.7,74,62,13.4,1.1,10393.3
59303,20230511203257,23.6,1015.6,63,98,11.1,0.6,10383.6
59304,20230511203257,20.7,1025.1,52,1,6.2,0.0,10455.9
59306,20230511203257,6.3,1007.9,67,244,4.5,0.0,10059.7
59310,20230511203257,11.5,1017.4,35,82,7.4,0.0,10363.4
59316,20230511203257,28.0,1026.0,12,38,6.1,1.4,10149.5
59317,20230511203257,4.4,1004.3,26,294,1.0,0.1,10205.0
59324,20230511203257,14.1,1015.4,74,166,13.1,0.7,10406.8
59456,20230511203257,1.5,1025.8,47,22,4.5,0.0,10424.7
59462,20230511203257,27.2,1018.5,53,147,8.8,0.4,10435.3
59478,20230511203257,15.9,1012.5,55,336,0.8,0.3,10485.1
59485,20230511203257,14.8,1018.0,86,135,4.2,1.1,10333.7
59488,20230511203257,1.1,1010.4,5,71,8.8,1.4,10385.6
59493,20230511203257,32.8,1014.5,22,312,2.7,0.5,10139.3
59501,20230511203257,22.3,1006.7,50,347,2.9,0.7,10361.4
59658,20230511203257,31.4,1005.1,95,280,9.9,0.7,10141.1
59663,20230511203257,1.8,1013.9,38,254,9.9,0.5,10092.3
59664,20230511203257,11.8,1013.4,83,192,12.9,1.5,10427.3
59673,20230511203257,28.8,1022.3,60,294,6.8,0.0,10221.4
59754,20230511203257,15.4,1006.0,89,187,0.2,0.6,10398.7
57947,20230511203257,10.1,1001.6,4,54,1.2,0.0,10044.0
57957,20230511203257,33.1,1004.6,78,260,3.2,1.1,10250.8
57958,20230511203257,30.0,1010.1,1,271,14.4,0.0,10211.6
59021,20230511203257,12.5,1011.5,91,62,8.6,1.1,10108.3
59023,20230511203257,15.8,1017.8,98,203,8.1,0.9,10010.4
59027,20230511203257,3.1,1013.7,98,317,8.5,1.4,10165.6
59037,20230511203257,15.9,1007.0,87,270,5.1,1.1,10162.6
59046,20230511203257,16.8,1006.4,52,310,2.1,0.2,10083.7
59058,20230511203257,32.0,1004.6,22,269,8.4,0.3,10402.1
59065,20230511203257,14.5,1003.1,30,102,12.3,1.4,10291.6
59209,20230511203257,15.2,1012.7,82,318,13.7,1.2,10071.2
59211,20230511203257,29.4,1011.7,16,218,5.8,1.4,10163.0
59218,20230511203257,26.2,1002.8,73,329,8.1,0.1,10312.5
59228,20230511203257,8.6,1017.3,84,114,4.4,0.0,10312.7
59242,20230511203257,31.5,1020.3,20,339,4.7,0.9,10024.3
59254,20230511203257,24.8,1013.3,19,297,8.2,0.9,10233.9
59265,20230511203257,18.6,1025.7,16,203,1.0,0.7,10184.1
59417,20230511203257,14.7,1007.2,56,242,0.5,0.2,10272.1
59431,20230511203257,6.8,1025.1,97,300,4.9,1.5,10471.9
59446,20230511203257,23.2,1004.7,57,334,4.7,0.7,10238.3
59453,20230511203257,7.0,1018.5,80,103,1.2,0.6,10115.9
59626,20230511203257,9.6,1013.8,64,279,2.5,1.0,10194.1
59631,20230511203257,26.1,1024.5,82,50,6.7,0.9,10025.1
59632,20230511203257,34.1,1025.3,2,85,7.1,1.4,10359.4
59644,20230511203257,32.3,1026.2,16,232,9.9,1.4,10138.0
59647,20230511203257,4.3,1021.7,75,119,13.0,0.2,10249.0
56691,20230511203257,8.3,1018.8,44,118,1.9,0.4,10474.3
56693,20230511203257,10.1,1004.2,72,224,5.5,1.2,10486.8
56792,20230511203257,26.5,1018.4,74,229,2.3,0.4,10476.4
56793,20230511203257,6.3,1023.1,81,115,7.9,1.5,10316.0
57606,20230511203257,4.2,1009.0,89,259,0.5,0.7,10422.6
57614,20230511203257,13.3,1001.4,78,214,11.6,0.8,10207.7
57625,20230511203257,17.4,1011.0,94,132,6.1,1.4,10174.1
57647,20230511203257,19.6,1011.9,55,268,9.5,0.2,10006.6
57707,20230511203257,31.3,1007.1,74,30,3.8,0.1,10331.7
57710,20230511203257,20.3,1000.2,19,262,5.3,1.1,10107.7
57712,20230511203257,29.2,1013.8,9,32,12.5,0.9,10498.8
57718,20230511203257,25.6,1000.4,98,263,13.0,1.1,10103.3
57722,20230511203257,15.2,1015.3,31,76,3.1,1.1,10016.3
57729,20230511203257,14.5,1010.9,8,346,10.8,0.5,10342.2
57731,20230511203257,3.2,1015.2,78,322,12.5,0.9,10178.3
57741,20230511203257,1.1,1005.6,72,150,0.8,1.3,10086.2
57803,20230511203257,5.8,1023.2,2,228,11.0,1.2,10400.8
57805,20230511203257,9.1,1018.0,24,144,10.0,1.5,10259.9
57806,20230511203257,13.6,1005.2,71,32,3.9,0.0,10164.7
57816,20230511203257,26.4,1021.3,82,120,12.2,0.5,10358.3
