站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230518205822,15.6,1022.8,39,118,5.7,1.5,10307.1
58015,20230518205822,20.7,1004.9,66,331,8.4,0.7,10397.6
58102,20230518205822,21.8,1008.3,3,314,14.3,0.7,10163.8
58118,20230518205822,25.0,1003.9,38,13,11.9,1.1,10298.8
58122,20230518205822,25.3,1013.9,81,65,7.2,0.3,10480.4
58203,20230518205822,13.9,1024.5,86,95,2.1,0.6,10150.9
58215,20230518205822,27.2,1016.0,95,319,5.5,0.0,10394.8
58221,20230518205822,10.5,1017.0,95,110,10.1,0.7,10155.5
58225,20230518205822,31.7,1002.8,71,73,7.7,1.5,10300.9
58236,20230518205822,7.9,1012.2,23,263,12.4,0.3,10230.8
58311,20230518205822,24.2,1000.4,26,145,9.6,0.7,10457.8
58314,20230518205822,31.4,1011.4,11,230,6.7,0.4,10331.8
58319,20230518205822,18.6,1002.2,29,51,10.6,1.5,10482.8
58321,20230518205822,30.6,1008.4,44,167,7.6,0.9,10356.9
58326,20230518205822,22.5,1014.5,62,179,8.6,0.6,10268.0
58336,20230518205822,31.2,1002.4,23,5,12.9,0.8,10064.7
58338,20230518205822,27.8,1024.6,61,86,2.8,0.9,10078.6
58414,20230518205822,2.6,1025.9,55,250,0.0,1.3,10055.8
58419,20230518205822,10.9,1016.8,81,170,9.0,1.4,10128.2
58424,20230518205822,28.4,1006.2,87,119,9.2,0.8,10464.6
58429,20230518205822,3.3,1011.0,85,131,8.6,0.0,10261.5
58436,20230518205822,32.7,1020.4,48,181,8.5,0.2,10377.9
58437,20230518205822,10.9,1015.6,81,333,1.6,0.1,10355.7
58520,20230518205822,16.6,1012.7,26,125,3.9,1.5,10236.2
58531,20230518205822,27.8,1014.7,42,156,1.7,0.1,10049.7
54406,20230518205822,5.0,1017.0,18,269,11.5,1.2,10210.0
54416,20230518205822,27.9,1015.5,94,308,2.2,1.0,10357.8
54511,20230518205822,17.3,1022.1,46,167,14.8,0.6,10115.3
58725,20230518205822,6.7,1005.8,29,11,5.5,0.9,10027.2
58730,20230518205822,13.0,1020.3,8,189,12.6,0.8,10006.4
58731,20230518205822,17.6,1015.7,74,275,11.3,0.7,10255.4
58734,20230518205822,30.4,1005.7,86,277,13.8,0.2,10434.4
58737,20230518205822,28.9,1008.4,9,75,3.7,0.9,10478.4
58744,20230518205822,30.1,1010.5,27,321,1.1,1.3,10118.4
