站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230518204457,6.1,1025.8,79,210,6.3,0.8,10367.4
58015,20230518204457,4.3,1006.5,6,90,2.7,0.7,10196.3
58102,20230518204457,16.6,1011.1,31,264,3.4,1.2,10496.9
58118,20230518204457,25.8,1008.8,79,96,5.6,0.2,10176.9
58122,20230518204457,26.4,1009.6,94,116,8.1,0.3,10461.9
58203,20230518204457,27.1,1019.9,32,80,6.7,0.9,10030.0
58215,20230518204457,27.5,1008.1,60,0,1.4,0.1,10033.4
58221,20230518204457,10.2,1020.2,60,133,10.3,0.6,10115.1
58225,20230518204457,8.5,1008.3,75,275,7.6,1.1,10185.8
58236,20230518204457,32.4,1018.0,10,145,0.1,0.9,10073.0
58311,20230518204457,27.0,1017.7,1,86,14.0,0.3,10396.3
58314,20230518204457,27.2,1020.7,5,75,5.2,0.7,10358.7
58319,20230518204457,7.1,1021.5,72,298,1.5,0.1,10291.4
58321,20230518204457,4.5,1020.9,58,234,5.6,0.3,10024.7
58326,20230518204457,31.8,1003.7,89,148,4.4,0.0,10158.7
58336,20230518204457,4.3,1023.9,14,241,5.2,0.9,10427.4
58338,20230518204457,17.6,1004.8,19,11,4.0,0.5,10047.8
58414,20230518204457,21.5,1001.3,56,80,10.2,0.9,10160.2
58419,20230518204457,2.6,1026.2,18,335,9.6,0.1,10077.5
58424,20230518204457,31.1,1018.9,43,46,14.5,0.7,10457.0
58429,20230518204457,30.6,1017.5,70,255,1.0,0.3,10442.5
58436,20230518204457,5.6,1017.8,1,188,6.6,0.3,10248.9
58437,20230518204457,7.9,1010.0,67,348,5.4,0.3,10401.1
58520,20230518204457,15.9,1009.6,44,342,13.7,1.3,10447.0
58531,20230518204457,4.8,1024.7,42,202,6.9,1.0,10166.1
54406,20230518204457,23.0,1011.7,9,152,7.7,0.4,10202.7
54416,20230518204457,32.4,1004.8,54,115,13.6,0.7,10229.4
54511,20230518204457,25.6,1001.2,91,333,14.8,0.1,10414.6
58725,20230518204457,15.3,1015.2,57,147,11.5,1.3,10178.1
58730,20230518204457,9.2,1013.9,44,8,5.8,0.3,10425.6
58731,20230518204457,26.4,1017.4,97,172,2.4,0.5,10496.7
58734,20230518204457,5.8,1026.3,43,223,13.0,0.9,10439.0
58737,20230518204457,12.5,1015.5,84,15,4.3,0.0,10482.8
58744,20230518204457,0.9,1014.9,37,108,10.1,1.5,10405.2
58754,20230518204457,8.7,1025.7,21,107,9.1,0.1,10069.6
58818,20230518204457,20.6,1004.8,80,290,14.1,1.3,10471.6
58820,20230518204457,21.8,1004.8,82,323,8.1,0.4,10366.2
58834,20230518204457,3.8,1019.6,54,326,4.8,0.5,10204.0
58837,20230518204457,15.9,1025.2,4,352,0.4,1.1,10449.4
58843,20230518204457,22.2,1000.2,92,14,11.3,0.2,10380.8
58846,20230518204457,4.1,1003.0,30,330,0.4,1.4,10392.6
58847,20230518204457,6.8,1013.7,53,313,8.5,1.3,10254.2
58911,20230518204457,8.9,1024.3,38,176,12.0,0.0,10267.1
58918,20230518204457,35.0,1008.3,61,203,1.2,0.7,10187.3
58921,20230518204457,21.5,1011.0,83,282,7.1,1.1,10009.9
58926,20230518204457,13.9,1004.4,46,54,10.3,0.1,10172.7
58927,20230518204457,21.5,1003.1,31,134,5.6,1.5,10400.6
58931,20230518204457,20.6,1006.7,12,194,13.2,0.4,10220.6
58933,20230518204457,31.2,1000.5,16,240,10.3,0.1,10427.8
58936,20230518204457,25.5,1021.2,67,293,8.8,1.5,10407.1
58944,20230518204457,27.2,1003.8,99,200,7.1,0.8,10057.8
59113,20230518204457,22.1,1011.4,69,326,11.3,0.4,10232.1
59126,20230518204457,29.9,1021.4,39,0,8.1,0.5,10226.0
59133,20230518204457,16.9,1018.6,67,350,2.1,0.0,10012.7
59134,20230518204457,3.7,1017.0,35,173,0.8,0.0,10174.5
59321,20230518204457,11.1,1000.9,92,80,6.6,1.5,10196.4
52323,20230518204457,27.0,1018.3,80,147,14.7,0.6,10451.3
52418,20230518204457,1.7,1025.0,32,247,3.2,0.5,10328.0
52424,20230518204457,2.9,1001.9,94,334,7.4,0.8,10454.8
52436,20230518204457,3.3,1014.2,53,349,12.9,1.1,10044.1
52446,20230518204457,1.3,1018.2,48,328,5.0,1.1,10263.2
52447,20230518204457,1.9,1022.9,75,81,2.4,0.1,10389.9
52533,20230518204457,33.6,1014.9,79,3,13.3,0.0,10271.8
52546,20230518204457,22.1,1008.2,98,117,11.6,1.4,10274.0
