站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230518210122,23.0,1005.4,72,82,4.6,0.5,10112.4
58015,20230518210122,6.7,1014.1,63,235,5.8,0.1,10401.1
58102,20230518210122,5.1,1024.4,4,167,11.2,0.4,10307.2
58118,20230518210122,22.3,1011.8,96,159,7.4,0.5,10068.0
58122,20230518210122,10.9,1017.1,13,322,7.5,1.1,10206.4
58203,20230518210122,28.7,1010.6,90,183,3.2,0.0,10279.9
58215,20230518210122,6.2,1016.7,79,30,5.2,1.0,10033.9
58221,20230518210122,15.3,1018.7,100,278,14.5,1.4,10087.6
58225,20230518210122,6.2,1023.6,74,18,4.2,0.5,10274.4
58236,20230518210122,4.0,1005.2,42,192,9.3,1.0,10403.1
58311,20230518210122,20.8,1003.1,100,171,12.6,1.3,10311.1
58314,20230518210122,17.5,1001.1,32,56,8.3,0.6,10353.8
58319,20230518210122,23.6,1014.4,97,253,9.5,1.3,10025.7
58321,20230518210122,21.6,1002.6,89,328,2.8,0.5,10027.2
58326,20230518210122,32.0,1018.6,21,292,9.8,0.3,10310.3
58336,20230518210122,3.5,1026.1,97,334,11.2,0.7,10341.7
58338,20230518210122,13.0,1009.2,58,177,9.3,0.9,10383.3
58414,20230518210122,19.7,1021.7,26,287,12.8,0.1,10034.6
58419,20230518210122,22.2,1012.2,40,270,10.4,0.0,10405.4
58424,20230518210122,19.4,1025.1,58,110,3.4,0.2,10419.2
58429,20230518210122,30.9,1023.2,87,275,10.1,0.7,10046.1
58436,20230518210122,26.0,1020.6,7,142,12.0,0.7,10196.0
58437,20230518210122,5.6,1010.2,49,97,14.1,1.2,10243.5
58520,20230518210122,9.0,1022.0,75,93,13.3,0.3,10467.6
58531,20230518210122,15.7,1002.9,20,97,12.9,1.0,10216.9
54406,20230518210122,15.2,1002.3,37,305,10.0,0.2,10104.2
54416,20230518210122,28.6,1004.7,74,71,12.4,0.1,10476.5
54511,20230518210122,17.7,1022.8,20,247,1.5,0.1,10097.4
58725,20230518210122,27.3,1000.7,57,61,6.8,0.0,10224.9
58730,20230518210122,25.4,1018.6,3,0,3.9,1.0,10495.2
58731,20230518210122,26.3,1015.2,17,134,10.9,1.3,10329.5
58734,20230518210122,30.7,1001.8,66,266,12.6,0.4,10031.5
58737,20230518210122,16.6,1009.2,47,223,1.1,0.7,10303.8
58744,20230518210122,31.0,1023.8,55,239,6.9,0.4,10419.9
58754,20230518210122,2.2,1013.1,17,322,13.0,0.8,10118.9
58818,20230518210122,8.7,1015.7,6,7,8.5,1.0,10075.7
58820,20230518210122,25.9,1009.8,60,135,4.0,0.1,10056.5
58834,20230518210122,24.9,1002.7,15,333,4.5,1.2,10393.0
58837,20230518210122,20.8,1011.6,24,357,7.2,0.3,10420.5
58843,20230518210122,11.2,1012.8,100,344,9.5,0.4,10094.3
58846,20230518210122,26.8,1019.8,10,256,13.6,0.4,10210.7
58847,20230518210122,14.5,1000.4,3,32,4.2,0.8,10245.1
58911,20230518210122,10.8,1006.7,82,254,6.5,1.2,10175.5
58918,20230518210122,15.3,1013.7,15,92,7.1,0.9,10257.9
58921,20230518210122,17.0,1000.6,13,203,14.9,0.5,10285.0
58926,20230518210122,31.9,1021.5,3,48,12.4,0.0,10081.3
58927,20230518210122,7.3,1000.3,19,306,1.2,0.8,10336.6
58931,20230518210122,23.0,1017.3,96,327,5.6,0.5,10344.7
