站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230518210222,19.4,1021.1,53,163,5.6,0.9,10367.1
58015,20230518210222,1.8,1020.6,79,42,9.1,1.3,10051.0
58102,20230518210222,26.1,1004.5,72,21,12.0,1.4,10351.7
58118,20230518210222,29.4,1010.4,93,123,9.8,0.0,10483.7
58122,20230518210222,21.3,1005.4,23,236,10.7,0.3,10276.7
58203,20230518210222,27.1,1015.2,7,90,10.1,0.1,10185.5
58215,20230518210222,0.6,1003.6,62,301,5.8,1.2,10479.8
58221,20230518210222,27.2,1025.7,89,33,6.6,0.8,10149.4
58225,20230518210222,24.3,1012.1,26,175,9.7,1.2,10305.4
58236,20230518210222,0.1,1011.5,36,0,6.7,0.1,10201.7
58311,20230518210222,3.6,1006.2,67,112,13.0,1.1,10409.0
58314,20230518210222,9.8,1001.3,69,298,14.6,0.9,10258.4
58319,20230518210222,9.0,1012.9,41,181,3.8,0.5,10401.1
58321,20230518210222,2.8,1009.5,1,54,9.0,1.1,10260.2
58326,20230518210222,20.1,1005.0,10,10,11.3,0.0,10350.2
58336,20230518210222,22.6,1000.7,62,64,7.1,0.9,10221.9
58338,20230518210222,9.5,1017.5,67,75,3.2,0.6,10058.1
58414,20230518210222,15.7,1011.3,38,77,9.1,1.3,10228.4
58419,20230518210222,8.9,1011.6,20,225,0.8,1.2,10481.5
58424,20230518210222,31.4,1018.3,24,19,1.6,0.8,10440.0
58429,20230518210222,28.3,1026.4,58,288,11.0,1.1,10337.9
58436,20230518210222,24.4,1001.1,65,174,0.7,0.1,10410.1
58437,20230518210222,21.2,1015.7,28,263,12.0,0.2,10370.2
58520,20230518210222,19.4,1003.4,58,174,8.7,0.4,10297.1
58531,20230518210222,24.4,1016.0,29,174,8.9,0.1,10414.3
54406,20230518210222,28.4,1016.8,51,33,9.6,0.6,10236.5
54416,20230518210222,7.3,1011.2,84,13,1.1,0.2,10127.7
54511,20230518210222,22.7,1015.3,71,349,4.2,0.3,10475.9
58725,20230518210222,12.1,1011.6,89,67,3.1,0.0,10021.1
58730,20230518210222,28.3,1019.6,37,154,2.1,1.0,10090.5
58731,20230518210222,30.0,1011.2,80,273,2.1,1.4,10369.1
58734,20230518210222,29.0,1008.8,68,103,9.1,0.9,10043.8
58737,20230518210222,24.2,1013.6,41,337,7.7,0.4,10312.2
58744,20230518210222,32.2,1001.7,38,55,0.5,1.3,10055.7
58754,20230518210222,27.2,1007.1,29,203,6.5,1.5,10208.1
58818,20230518210222,4.1,1011.8,96,178,5.4,0.6,10400.5
58820,20230518210222,31.0,1016.7,59,301,6.8,1.4,10104.4
58834,20230518210222,34.8,1003.3,7,238,2.7,1.5,10472.1
58837,20230518210222,0.8,1003.9,55,260,8.2,1.1,10164.1
58843,20230518210222,21.4,1018.9,25,354,11.8,1.5,10079.8
58846,20230518210222,5.9,1020.9,91,9,13.6,0.4,10449.2
58847,20230518210222,19.0,1010.0,53,34,2.9,1.4,10027.4
58911,20230518210222,30.3,1004.7,11,283,12.3,1.3,10270.6
58918,20230518210222,16.6,1023.0,60,83,4.4,1.2,10056.8
58921,20230518210222,22.0,1019.5,48,288,14.1,0.1,10155.5
58926,20230518210222,4.7,1008.8,61,346,4.0,1.3,10118.4
