站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230518205458,22.0,1001.9,48,7,3.1,0.2,10121.1
58015,20230518205458,31.9,1023.8,59,328,10.3,1.4,10460.7
58102,20230518205458,8.0,1026.0,3,151,13.1,0.6,10419.5
58118,20230518205458,24.3,1023.2,40,270,7.8,1.5,10130.4
58122,20230518205458,5.7,1017.9,48,122,6.3,1.0,10293.7
58203,20230518205458,14.9,1012.2,32,52,8.7,0.5,10063.3
58215,20230518205458,33.3,1002.1,22,357,0.9,0.4,10069.0
58221,20230518205458,5.6,1024.3,17,216,4.6,0.4,10488.1
58225,20230518205458,16.1,1017.1,21,353,4.5,0.7,10312.8
58236,20230518205458,2.8,1025.8,29,346,0.8,1.1,10216.6
58311,20230518205458,19.2,1026.1,72,120,1.4,0.1,10040.6
58314,20230518205458,20.7,1006.1,52,117,8.9,0.7,10063.1
58319,20230518205458,21.7,1007.2,41,154,12.0,1.2,10422.2
58321,20230518205458,6.1,1003.6,88,215,9.5,0.3,10282.7
58326,20230518205458,13.4,1025.7,44,92,8.0,0.3,10115.6
58336,20230518205458,12.5,1010.2,96,342,13.3,1.4,10148.6
58338,20230518205458,1.5,1013.5,66,80,14.5,0.6,10433.3
58414,20230518205458,24.7,1023.5,86,63,10.2,0.4,10018.0
58419,20230518205458,17.7,1004.2,44,246,1.9,0.7,10174.9
58424,20230518205458,28.9,1019.4,56,27,11.6,1.0,10243.4
58429,20230518205458,19.8,1020.8,14,103,6.6,1.4,10031.0
58436,20230518205458,23.9,1013.6,62,198,10.9,1.5,10495.8
58437,20230518205458,21.8,1019.8,25,152,6.5,0.4,10056.4
58520,20230518205458,24.1,1014.0,81,17,1.1,0.8,10408.0
58531,20230518205458,25.9,1018.8,59,338,13.9,0.3,10206.2
54406,20230518205458,14.5,1014.5,90,168,8.8,1.0,10288.1
54416,20230518205458,35.0,1025.1,13,10,12.5,0.9,10349.6
54511,20230518205458,15.5,1001.2,45,19,6.4,0.1,10424.9
58725,20230518205458,12.6,1021.5,6,104,0.5,0.8,10194.9
