站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230518205158,19.2,1024.9,56,314,3.5,0.2,10380.3
58015,20230518205158,17.4,1015.4,48,279,12.7,0.5,10138.1
58102,20230518205158,19.3,1021.0,10,186,13.1,1.0,10484.0
58118,20230518205158,14.8,1013.1,73,114,13.8,1.2,10454.4
58122,20230518205158,1.7,1002.8,3,162,7.3,0.1,10373.2
58203,20230518205158,12.1,1016.8,74,303,8.0,0.0,10274.5
58215,20230518205158,24.9,1007.6,25,155,1.8,0.9,10477.6
58221,20230518205158,25.4,1003.2,49,311,9.9,0.5,10344.0
58225,20230518205158,13.8,1013.2,94,297,4.3,1.1,10318.7
58236,20230518205158,9.6,1004.4,21,298,11.9,0.1,10020.2
58311,20230518205158,19.9,1024.3,85,159,9.4,0.4,10164.0
58314,20230518205158,32.2,1019.5,60,314,8.4,0.0,10084.4
58319,20230518205158,17.1,1000.6,83,82,14.0,0.7,10461.9
58321,20230518205158,22.2,1001.2,64,291,12.6,0.7,10198.2
58326,20230518205158,22.5,1010.8,4,227,0.1,1.5,10452.6
58336,20230518205158,3.3,1017.6,93,49,9.6,1.1,10046.6
58338,20230518205158,12.1,1012.1,61,326,9.4,1.4,10091.0
58414,20230518205158,33.1,1024.9,53,328,4.1,0.3,10370.1
58419,20230518205158,34.8,1002.3,3,187,8.6,0.9,10450.4
58424,20230518205158,13.9,1004.2,73,226,14.8,1.2,10147.0
58429,20230518205158,34.2,1021.4,24,110,8.1,0.3,10017.8
58436,20230518205158,24.5,1010.8,38,162,9.7,0.2,10471.5
58437,20230518205158,22.1,1017.7,4,20,6.2,0.9,10030.7
58520,20230518205158,25.1,1014.4,46,219,11.1,1.3,10066.4
58531,20230518205158,33.9,1026.0,26,69,10.7,0.0,10307.7
54406,20230518205158,16.2,1000.5,88,47,11.3,0.5,10496.8
54416,20230518205158,17.6,1005.4,14,244,7.8,0.4,10151.3
54511,20230518205158,0.9,1002.0,49,33,8.9,0.5,10276.7
58725,20230518205158,21.7,1012.5,11,115,10.2,1.1,10067.6
58730,20230518205158,29.3,1021.5,16,201,7.3,0.2,10065.7
58731,20230518205158,33.9,1008.6,100,81,0.0,0.8,10331.7
58734,20230518205158,16.0,1019.0,27,32,0.5,0.6,10113.9
58737,20230518205158,29.0,1019.4,51,219,13.6,0.9,10331.6
58744,20230518205158,31.4,1004.8,91,200,8.6,0.9,10092.7
58754,20230518205158,5.4,1014.7,24,67,14.5,1.4,10282.2
58818,20230518205158,18.8,1022.1,59,157,1.8,0.0,10047.8
