站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230518205258,17.1,1009.1,86,147,1.9,0.8,10317.2
58015,20230518205258,25.8,1001.6,39,123,3.6,0.2,10244.1
58102,20230518205258,10.6,1011.9,95,75,5.5,1.2,10283.4
58118,20230518205258,17.0,1023.3,52,116,10.6,1.4,10420.3
58122,20230518205258,13.7,1015.4,15,153,8.1,0.0,10030.9
58203,20230518205258,12.2,1007.1,57,110,4.2,0.2,10193.0
58215,20230518205258,20.1,1000.1,42,215,10.0,0.7,10475.5
58221,20230518205258,5.8,1022.1,91,273,3.1,1.4,10085.7
58225,20230518205258,7.4,1017.1,34,281,13.5,1.2,10355.1
58236,20230518205258,0.6,1024.5,68,0,10.8,0.3,10142.3
58311,20230518205258,27.3,1007.1,2,220,1.8,1.0,10069.5
58314,20230518205258,24.2,1001.4,80,48,13.2,1.3,10366.7
58319,20230518205258,23.2,1023.0,64,232,4.1,0.8,10330.4
58321,20230518205258,25.2,1014.1,41,355,9.6,0.3,10084.8
58326,20230518205258,28.8,1009.2,52,226,10.4,0.4,10380.5
58336,20230518205258,26.1,1008.1,48,96,7.7,0.2,10147.8
58338,20230518205258,30.2,1011.4,51,12,6.7,0.9,10290.2
58414,20230518205258,19.8,1020.7,11,277,5.8,1.1,10154.2
58419,20230518205258,32.4,1005.0,2,43,9.3,0.0,10118.9
58424,20230518205258,8.7,1001.6,62,175,10.2,0.0,10052.9
58429,20230518205258,34.1,1013.0,1,148,9.1,1.1,10151.3
58436,20230518205258,30.8,1001.1,37,199,12.8,1.1,10354.8
58437,20230518205258,16.1,1001.8,42,348,0.8,0.2,10129.1
58520,20230518205258,25.5,1017.1,34,34,0.2,0.2,10128.9
58531,20230518205258,11.7,1003.3,54,305,5.0,0.1,10247.2
54406,20230518205258,20.2,1003.6,86,202,2.3,1.0,10296.6
54416,20230518205258,26.8,1025.9,31,292,11.9,1.1,10420.7
54511,20230518205258,11.5,1012.6,5,153,11.2,0.5,10055.3
58725,20230518205258,30.5,1012.1,70,143,14.6,0.6,10156.9
58730,20230518205258,30.8,1011.9,35,301,13.6,1.2,10185.3
58731,20230518205258,7.2,1026.4,66,212,11.3,1.5,10418.4
58734,20230518205258,8.9,1017.8,98,141,13.4,0.1,10494.2
58737,20230518205258,7.4,1010.1,35,8,2.9,0.7,10141.8
58744,20230518205258,33.1,1025.1,5,304,6.0,1.5,10468.8
58754,20230518205258,35.0,1017.6,10,69,0.5,1.4,10445.5
58818,20230518205258,10.1,1001.8,32,154,4.1,0.4,10175.7
58820,20230518205258,26.1,1013.7,15,137,2.5,0.8,10379.7
58834,20230518205258,12.3,1005.2,41,101,13.8,0.1,10262.9
58837,20230518205258,2.7,1015.6,72,169,14.7,0.0,10478.3
58843,20230518205258,2.1,1025.3,33,336,3.1,1.1,10375.4
58846,20230518205258,28.1,1021.4,50,83,7.6,0.7,10394.4
58847,20230518205258,11.6,1009.0,30,327,12.2,1.3,10276.8
58911,20230518205258,3.9,1023.4,47,83,10.2,1.4,10081.3
58918,20230518205258,6.1,1021.5,71,325,11.1,1.1,10414.7
58921,20230518205258,10.0,1026.1,64,19,1.0,0.9,10060.9
58926,20230518205258,24.9,1000.5,55,111,14.8,1.5,10072.0
58927,20230518205258,26.5,1024.0,40,305,7.1,0.5,10487.6
58931,20230518205258,8.2,1020.0,61,107,10.8,0.2,10347.5
58933,20230518205258,20.1,1011.3,67,263,0.2,1.4,10373.3
58936,20230518205258,34.3,1017.2,6,143,12.9,1.2,10111.5
58944,20230518205258,3.4,1016.4,46,30,0.6,0.8,10339.9
59113,20230518205258,21.1,1000.6,36,86,7.7,1.1,10337.9
59126,20230518205258,2.6,1007.7,19,306,1.3,0.1,10323.9
59133,20230518205258,15.4,1001.9,53,281,11.8,1.4,10460.3
59134,20230518205258,28.3,1017.4,32,37,12.5,1.2,10142.0
59321,20230518205258,8.1,1001.7,15,202,8.3,1.3,10145.2
52323,20230518205258,6.5,1015.3,54,269,2.7,1.2,10113.6
52418,20230518205258,17.8,1000.9,78,287,13.0,1.3,10443.6
52424,20230518205258,14.1,1024.6,26,359,1.7,0.0,10212.7
52436,20230518205258,26.6,1003.4,56,185,4.6,0.9,10359.8
52446,20230518205258,15.8,1013.2,60,124,12.2,1.2,10229.4
52447,20230518205258,29.4,1026.1,2,220,4.7,0.2,10423.8
52533,20230518205258,31.2,1020.2,42,19,5.3,0.6,10031.9
52546,20230518205258,11.1,1009.2,56,116,6.1,0.7,10374.0
52652,20230518205258,23.5,1018.2,33,222,10.7,1.1,10224.0
52661,20230518205258,30.1,1009.5,85,289,4.4,0.6,10086.8
52674,20230518205258,6.7,1011.3,75,351,13.0,1.5,10184.6
52679,20230518205258,11.3,1008.8,30,269,1.0,0.5,10111.2
52681,20230518205258,16.6,1005.8,71,156,13.2,0.6,10457.9
52787,20230518205258,13.2,1009.2,69,281,0.4,0.9,10413.2
52797,20230518205258,24.3,1001.5,77,102,1.5,0.2,10248.1
52884,20230518205258,8.7,1015.7,64,164,5.3,1.3,10467.3
52895,20230518205258,25.9,1010.5,23,171,13.0,0.0,10268.2
52983,20230518205258,14.2,1011.5,58,14,9.9,0.6,10221.0
52984,20230518205258,31.3,1015.0,82,24,3.0,1.0,10356.7
52986,20230518205258,4.0,1009.7,60,325,8.0,1.0,10157.2
52996,20230518205258,15.5,1019.4,27,0,10.1,1.2,10401.2
53821,20230518205258,6.6,1025.4,72,74,4.4,0.5,10158.9
53915,20230518205258,3.9,1001.2,80,81,14.4,0.0,10083.7
53923,20230518205258,24.9,1021.5,4,181,8.5,0.2,10058.6
56074,20230518205258,13.2,1011.8,49,170,1.0,1.5,10491.1
56080,20230518205258,24.3,1026.0,47,245,7.0,0.2,10490.0
56093,20230518205258,32.8,1010.7,92,204,5.6,1.4,10282.0
56096,20230518205258,26.1,1000.2,71,276,10.5,0.5,10197.0
57014,20230518205258,24.1,1013.7,69,317,7.7,0.1,10374.0
57996,20230518205258,13.8,1009.6,62,101,12.1,0.0,10081.1
59072,20230518205258,5.4,1007.3,38,102,2.7,0.8,10363.6
59082,20230518205258,15.6,1004.0,92,327,3.4,1.3,10111.3
59087,20230518205258,11.8,1014.8,65,269,7.5,0.1,10367.4
59088,20230518205258,29.4,1011.6,98,172,10.2,0.3,10037.9
59096,20230518205258,31.4,1020.1,92,241,4.9,0.4,10083.2
59097,20230518205258,20.8,1021.8,62,121,1.0,0.0,10135.2
59107,20230518205258,32.9,1011.4,64,124,10.7,0.7,10184.3
59116,20230518205258,6.9,1024.6,5,228,7.2,0.5,10264.8
59117,20230518205258,25.9,1000.9,78,322,13.7,0.4,10068.9
59271,20230518205258,32.7,1016.3,59,254,5.8,1.1,10472.3
59278,20230518205258,10.1,1014.0,28,53,14.4,0.2,10314.2
