站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230518210822,22.1,1017.8,12,193,10.7,0.1,10004.8
58015,20230518210822,3.9,1014.8,70,50,1.4,1.2,10110.0
58102,20230518210822,6.3,1003.4,80,13,3.0,1.4,10440.5
58118,20230518210822,19.1,1006.1,20,214,3.5,0.8,10159.5
58122,20230518210822,28.1,1000.1,47,186,8.7,0.1,10290.8
58203,20230518210822,7.1,1019.5,71,57,13.4,1.1,10272.4
58215,20230518210822,19.6,1003.9,29,248,14.5,0.7,10499.2
58221,20230518210822,33.6,1019.5,60,230,2.8,1.0,10471.8
58225,20230518210822,30.9,1010.7,99,122,1.8,0.4,10195.6
58236,20230518210822,20.8,1002.0,81,82,6.6,0.2,10293.6
58311,20230518210822,20.1,1006.4,11,280,9.5,1.0,10132.0
58314,20230518210822,27.4,1013.4,62,311,10.6,0.5,10269.0
58319,20230518210822,18.5,1019.1,31,107,3.8,0.4,10070.1
58321,20230518210822,30.1,1019.6,3,356,8.2,0.2,10466.6
58326,20230518210822,10.1,1024.4,62,212,3.0,1.5,10221.4
58336,20230518210822,13.5,1001.5,93,337,11.4,0.1,10413.2
58338,20230518210822,21.4,1019.6,94,174,12.8,0.0,10179.1
58414,20230518210822,13.3,1008.6,76,27,13.3,0.1,10329.4
58419,20230518210822,7.7,1005.8,15,25,14.9,0.8,10331.9
58424,20230518210822,10.5,1010.3,22,186,11.9,1.3,10209.6
58429,20230518210822,11.0,1002.0,68,116,4.7,0.0,10222.8
58436,20230518210822,22.9,1001.3,17,243,4.5,0.3,10436.6
58437,20230518210822,12.4,1012.2,16,325,13.7,0.5,10418.2
58520,20230518210822,32.6,1012.9,32,8,11.3,1.2,10009.9
58531,20230518210822,13.9,1000.1,54,337,9.1,0.8,10051.0
54406,20230518210822,28.8,1016.5,37,103,7.3,1.2,10467.0
54416,20230518210822,26.6,1002.0,79,280,11.9,0.1,10372.5
54511,20230518210822,11.0,1015.6,60,256,8.8,0.6,10024.8
58725,20230518210822,11.8,1012.1,96,327,11.7,0.9,10325.3
58730,20230518210822,3.8,1003.6,31,279,5.6,0.6,10476.9
58731,20230518210822,14.2,1015.0,23,210,6.5,0.4,10302.1
58734,20230518210822,17.6,1005.4,49,214,2.7,1.2,10234.2
58737,20230518210822,7.3,1024.2,60,128,0.1,0.3,10034.2
58744,20230518210822,6.4,1021.9,13,19,7.7,0.6,10021.0
58754,20230518210822,0.5,1024.0,47,316,8.0,1.2,10013.1
58818,20230518210822,7.7,1001.2,22,163,2.1,0.2,10499.5
58820,20230518210822,29.4,1017.7,72,96,3.4,1.5,10136.2
58834,20230518210822,6.5,1014.6,45,326,9.2,0.8,10151.3
58837,20230518210822,12.7,1008.2,69,123,6.2,0.6,10322.6
58843,20230518210822,10.4,1018.9,91,271,10.6,1.5,10384.6
58846,20230518210822,28.1,1000.8,56,160,6.5,0.2,10364.9
58847,20230518210822,26.0,1009.7,33,269,14.5,0.0,10155.2
58911,20230518210822,14.7,1024.6,34,77,3.8,0.1,10373.8
58918,20230518210822,25.7,1012.5,85,136,5.4,1.4,10322.8
58921,20230518210822,5.1,1009.5,66,204,2.1,0.4,10192.7
58926,20230518210822,1.5,1007.9,21,230,10.8,0.5,10460.1
58927,20230518210822,28.7,1000.3,28,333,12.2,0.4,10343.1
58931,20230518210822,10.0,1025.6,16,133,13.6,1.1,10120.6
58933,20230518210822,25.4,1022.0,2,125,1.0,0.6,10024.6
58936,20230518210822,24.8,1012.6,27,12,14.2,1.1,10312.8
58944,20230518210822,2.5,1025.9,95,294,8.9,0.6,10355.7
59113,20230518210822,3.7,1014.9,51,192,10.2,0.9,10345.2
59126,20230518210822,19.3,1006.6,51,151,9.3,0.7,10118.3
59133,20230518210822,6.3,1011.7,91,329,6.3,1.3,10378.8
59134,20230518210822,32.8,1017.6,77,245,7.0,0.6,10092.5
59321,20230518210822,0.1,1014.9,13,273,8.1,1.4,10006.7
52323,20230518210822,31.2,1011.4,87,182,5.0,0.0,10356.2
52418,20230518210822,6.0,1007.0,46,22,1.2,0.0,10414.6
52424,20230518210822,30.3,1022.8,6,242,1.9,0.5,10296.0
52436,20230518210822,19.2,1002.5,52,74,0.2,1.1,10488.7
52446,20230518210822,22.4,1022.2,77,86,6.6,1.0,10037.7
52447,20230518210822,18.9,1018.6,98,184,4.3,0.3,10238.7
52533,20230518210822,8.5,1020.9,59,152,13.4,0.3,10074.5
52546,20230518210822,2.8,1003.8,54,218,0.3,1.3,10305.2
52652,20230518210822,25.1,1011.4,33,178,5.8,1.2,10043.1
52661,20230518210822,17.8,1006.5,50,195,12.8,0.7,10198.7
52674,20230518210822,24.7,1008.0,79,150,2.1,0.0,10019.7
52679,20230518210822,15.0,1006.3,29,322,5.1,0.9,10094.0
52681,20230518210822,30.1,1002.7,65,202,6.7,0.8,10043.8
52787,20230518210822,5.3,1003.6,10,302,3.8,0.3,10161.6
52797,20230518210822,28.1,1020.8,9,51,5.0,0.6,10246.9
52884,20230518210822,7.4,1011.4,36,278,7.7,1.5,10195.7
52895,20230518210822,12.3,1009.8,5,227,9.1,0.4,10107.7
52983,20230518210822,1.8,1017.6,54,87,8.4,0.7,10442.4
52984,20230518210822,32.6,1008.1,39,220,8.4,0.3,10473.3
52986,20230518210822,7.1,1010.3,57,17,0.8,0.7,10099.8
52996,20230518210822,4.4,1014.1,32,78,5.4,1.1,10435.9
53821,20230518210822,18.8,1024.4,59,107,13.0,1.5,10119.7
53915,20230518210822,16.0,1006.1,37,268,10.2,1.5,10481.8
53923,20230518210822,33.1,1014.2,64,4,0.5,0.7,10187.2
56074,20230518210822,30.5,1014.7,21,285,6.8,0.3,10004.9
56080,20230518210822,16.0,1026.0,33,312,5.0,0.2,10443.5
56093,20230518210822,33.9,1007.6,28,57,13.0,0.7,10272.6
56096,20230518210822,7.7,1009.8,19,13,1.2,0.5,10103.2
57014,20230518210822,28.8,1003.8,84,15,6.7,1.1,10237.6
57996,20230518210822,16.6,1014.7,16,11,4.7,1.1,10013.8
59072,20230518210822,22.3,1011.9,68,30,14.3,0.6,10170.2
59082,20230518210822,1.5,1011.0,17,47,10.0,0.2,10287.2
59087,20230518210822,26.6,1012.5,83,273,2.3,0.5,10061.6
59088,20230518210822,28.2,1025.5,62,248,2.7,1.2,10086.6
59096,20230518210822,18.1,1008.3,28,96,11.9,0.6,10177.9
59097,20230518210822,17.5,1000.8,38,235,10.5,0.2,10382.0
59107,20230518210822,0.4,1002.5,28,340,6.0,1.3,10037.3
59116,20230518210822,7.2,1005.9,27,218,14.7,0.3,10227.6
59117,20230518210822,28.5,1007.7,51,23,4.7,1.3,10050.7
59271,20230518210822,9.8,1004.0,87,1,12.0,0.4,10156.3
59278,20230518210822,21.3,1021.5,13,243,7.2,1.5,10113.8
59280,20230518210822,18.2,1016.1,10,200,12.7,0.3,10160.7
59287,20230518210822,28.9,1023.4,10,269,9.3,0.3,10196.3
59289,20230518210822,1.8,1004.5,85,330,1.7,0.3,10344.8
59293,20230518210822,6.6,1023.2,61,295,12.9,0.0,10128.8
59294,20230518210822,18.9,1003.4,55,326,11.7,0.7,10393.0
59298,20230518210822,26.2,1016.2,62,39,12.6,1.4,10179.1
59303,20230518210822,19.6,1023.6,25,194,2.1,0.5,10021.5
59304,20230518210822,7.0,1021.7,69,161,7.9,0.0,10110.1
59306,20230518210822,32.8,1012.0,48,11,7.1,0.5,10413.7
59310,20230518210822,22.1,1002.3,62,42,2.0,1.0,10053.7
