站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230518204957,6.1,1019.2,57,259,8.5,0.4,10175.6
58015,20230518204957,1.6,1015.6,26,31,11.6,0.6,10309.8
58102,20230518204957,33.5,1021.8,21,29,1.4,1.5,10316.2
58118,20230518204957,2.8,1025.7,35,311,2.1,0.3,10295.7
58122,20230518204957,7.6,1013.0,56,324,6.8,0.3,10291.4
58203,20230518204957,4.0,1021.0,55,9,8.6,1.5,10066.9
58215,20230518204957,19.6,1000.8,66,161,4.1,1.3,10378.5
58221,20230518204957,30.3,1006.3,44,185,2.0,1.3,10367.0
58225,20230518204957,24.3,1021.0,33,13,6.1,1.1,10139.8
58236,20230518204957,13.3,1009.9,54,56,14.9,1.5,10463.5
58311,20230518204957,16.3,1021.5,11,69,4.5,0.7,10001.4
58314,20230518204957,23.8,1006.9,65,127,10.4,1.5,10001.6
58319,20230518204957,28.9,1003.3,81,180,0.9,0.9,10030.1
58321,20230518204957,25.9,1024.2,16,273,10.1,1.3,10354.9
58326,20230518204957,7.6,1003.5,99,147,12.3,0.5,10411.8
58336,20230518204957,19.5,1016.8,52,127,0.3,1.2,10167.1
58338,20230518204957,24.5,1001.5,11,164,11.6,0.7,10257.9
58414,20230518204957,1.2,1026.3,50,127,11.0,0.5,10497.3
58419,20230518204957,0.3,1003.1,94,34,6.8,0.3,10336.3
58424,20230518204957,21.8,1014.7,84,232,9.1,0.6,10105.0
58429,20230518204957,0.2,1022.0,31,335,7.8,0.4,10485.2
58436,20230518204957,31.1,1013.0,96,251,9.5,1.3,10403.6
58437,20230518204957,21.2,1015.4,23,312,5.2,0.3,10137.9
58520,20230518204957,27.3,1001.8,93,4,11.3,1.5,10249.0
58531,20230518204957,27.3,1015.7,100,282,1.4,0.9,10142.4
54406,20230518204957,4.2,1014.7,50,308,5.9,0.0,10030.5
54416,20230518204957,29.9,1009.3,34,293,10.7,0.3,10182.9
54511,20230518204957,21.1,1009.4,24,62,8.3,0.8,10226.3
58725,20230518204957,15.7,1025.8,27,32,10.7,0.9,10004.1
58730,20230518204957,0.0,1023.9,64,348,3.1,0.8,10272.8
58731,20230518204957,27.3,1004.4,73,327,5.4,1.0,10332.9
58734,20230518204957,34.6,1019.5,46,305,9.0,0.9,10014.0
58737,20230518204957,12.9,1017.7,58,293,13.2,0.7,10462.1
58744,20230518204957,19.9,1023.3,32,188,12.2,0.2,10268.5
58754,20230518204957,24.7,1025.9,98,167,1.8,0.2,10368.4
58818,20230518204957,8.4,1024.5,56,16,9.5,0.5,10212.8
58820,20230518204957,27.8,1014.9,74,110,6.3,1.1,10073.6
58834,20230518204957,21.6,1021.6,61,269,12.9,1.5,10415.0
58837,20230518204957,28.4,1002.3,47,268,14.7,0.3,10001.0
58843,20230518204957,24.7,1004.4,52,131,14.9,1.4,10066.4
58846,20230518204957,8.7,1008.1,43,32,13.5,1.5,10442.8
58847,20230518204957,33.9,1013.8,31,176,1.5,1.1,10259.1
58911,20230518204957,8.8,1023.6,48,200,7.6,0.1,10140.1
58918,20230518204957,24.5,1002.0,65,42,1.0,1.1,10101.2
58921,20230518204957,33.1,1021.4,15,238,8.5,0.8,10024.2
58926,20230518204957,17.4,1015.5,39,351,12.4,0.8,10112.2
58927,20230518204957,3.8,1008.3,58,79,0.2,1.2,10312.6
58931,20230518204957,23.7,1005.4,49,204,4.1,1.2,10146.2
58933,20230518204957,13.9,1017.5,85,255,5.6,0.6,10310.6
58936,20230518204957,24.4,1000.0,69,166,8.8,0.2,10439.8
58944,20230518204957,18.8,1002.4,62,215,4.4,0.2,10168.0
59113,20230518204957,29.5,1015.6,87,207,12.7,1.0,10339.7
59126,20230518204957,32.2,1019.0,34,272,3.2,1.4,10238.5
59133,20230518204957,9.1,1014.5,66,64,8.3,0.9,10498.5
59134,20230518204957,9.3,1000.2,93,225,12.1,0.2,10030.8
59321,20230518204957,4.6,1017.9,87,234,0.1,1.2,10155.5
52323,20230518204957,13.4,1023.8,77,139,5.9,1.3,10333.4
52418,20230518204957,5.3,1013.4,64,44,0.2,0.0,10357.3
52424,20230518204957,33.7,1006.7,19,196,0.4,0.7,10177.1
52436,20230518204957,12.0,1023.7,34,274,14.3,0.3,10025.3
52446,20230518204957,16.6,1008.4,54,175,5.4,0.1,10054.3
52447,20230518204957,30.3,1019.1,51,159,2.2,0.2,10241.1
52533,20230518204957,17.2,1012.2,12,93,10.4,0.1,10260.9
52546,20230518204957,9.1,1022.4,15,247,1.3,1.1,10228.0
52652,20230518204957,14.8,1005.1,43,143,6.5,0.4,10481.3
52661,20230518204957,15.6,1009.7,58,217,7.0,0.7,10278.6
52674,20230518204957,16.3,1025.1,44,281,6.6,1.0,10283.3
52679,20230518204957,22.2,1017.9,9,323,8.4,0.7,10447.9
52681,20230518204957,5.3,1024.7,53,28,14.3,0.3,10152.5
52787,20230518204957,19.4,1013.8,95,342,7.0,1.1,10316.7
52797,20230518204957,1.6,1025.6,72,8,8.4,1.0,10208.1
52884,20230518204957,1.2,1019.2,49,73,11.1,0.1,10345.9
52895,20230518204957,17.8,1006.2,79,97,5.4,0.3,10167.0
52983,20230518204957,20.7,1006.0,70,68,2.3,0.4,10132.9
52984,20230518204957,26.5,1022.9,66,218,8.0,0.8,10040.7
52986,20230518204957,22.8,1010.2,41,247,7.4,0.4,10422.0
52996,20230518204957,18.3,1011.4,49,305,8.1,1.1,10212.5
53821,20230518204957,1.7,1005.7,41,348,14.2,0.1,10444.5
53915,20230518204957,0.9,1017.2,92,2,9.7,0.4,10241.8
53923,20230518204957,25.3,1019.8,32,326,9.5,0.3,10344.2
56074,20230518204957,26.1,1016.1,7,100,1.5,1.1,10014.7
56080,20230518204957,16.4,1012.1,81,307,4.8,0.8,10282.1
56093,20230518204957,14.0,1007.0,24,129,11.5,1.0,10319.1
56096,20230518204957,29.7,1015.8,25,163,11.8,0.8,10200.6
57014,20230518204957,2.7,1020.8,9,97,4.9,0.6,10179.9
57996,20230518204957,30.3,1009.8,44,348,6.1,1.1,10169.9
59072,20230518204957,17.6,1004.7,83,163,3.4,1.3,10354.1
59082,20230518204957,31.1,1016.4,85,23,4.7,0.8,10274.4
59087,20230518204957,3.3,1005.0,2,310,5.4,1.3,10285.6
59088,20230518204957,5.0,1019.5,18,272,0.1,0.0,10063.6
59096,20230518204957,14.0,1013.2,48,344,3.6,0.1,10127.3
59097,20230518204957,24.8,1026.4,93,190,1.5,0.8,10026.6
59107,20230518204957,7.1,1021.3,46,129,6.1,1.4,10361.1
59116,20230518204957,12.7,1011.2,80,292,8.2,1.3,10274.7
59117,20230518204957,34.5,1000.4,90,288,4.9,0.5,10115.8
59271,20230518204957,18.7,1006.5,4,298,6.1,1.1,10072.4
59278,20230518204957,14.2,1005.0,68,130,6.6,0.0,10443.3
59280,20230518204957,1.9,1015.0,84,234,11.7,1.0,10481.9
59287,20230518204957,25.1,1019.8,64,147,7.5,0.5,10230.2
59289,20230518204957,20.8,1005.2,12,141,6.4,0.6,10260.3
59293,20230518204957,31.6,1015.9,2,186,13.9,0.0,10393.8
59294,20230518204957,34.3,1020.2,21,54,4.2,0.3,10278.1
59298,20230518204957,1.0,1002.8,96,342,8.3,1.0,10406.3
59303,20230518204957,32.0,1015.8,89,312,5.7,0.7,10030.1
59304,20230518204957,30.8,1022.3,67,120,8.4,0.7,10335.4
59306,20230518204957,10.1,1002.2,56,263,7.1,0.8,10359.3
59310,20230518204957,29.9,1000.1,47,84,0.1,1.3,10159.7
59316,20230518204957,15.4,1009.6,41,33,6.7,0.8,10245.0
59317,20230518204957,9.1,1000.5,25,66,10.0,0.6,10149.5
59324,20230518204957,21.8,1012.4,6,211,14.8,1.2,10307.8
59456,20230518204957,0.3,1013.0,65,264,2.2,1.4,10259.3
59462,20230518204957,1.5,1012.3,99,160,10.6,1.0,10459.8
59478,20230518204957,2.1,1003.4,85,50,4.9,0.4,10159.9
59485,20230518204957,6.0,1019.8,48,159,10.9,1.2,10386.8
59488,20230518204957,22.8,1008.6,98,78,5.9,0.5,10213.4
59493,20230518204957,26.7,1015.3,75,246,12.8,0.8,10340.2
59501,20230518204957,0.4,1001.8,26,242,3.2,0.5,10160.9
59658,20230518204957,10.6,1014.2,61,274,1.7,0.7,10122.2
59663,20230518204957,15.3,1005.3,76,165,8.2,0.0,10226.9
59664,20230518204957,18.0,1014.5,30,94,0.8,0.3,10400.4
59673,20230518204957,24.2,1025.7,52,175,14.0,1.2,10444.3
59754,20230518204957,25.0,1007.5,2,237,0.4,1.3,10423.4
57947,20230518204957,24.0,1009.8,17,319,8.8,1.2,10476.5
57957,20230518204957,22.1,1017.3,52,93,5.4,0.8,10361.9
57958,20230518204957,25.2,1008.0,73,153,1.5,1.1,10423.2
59021,20230518204957,9.5,1020.2,70,290,13.9,1.4,10069.2
59023,20230518204957,21.3,1017.5,32,217,5.8,1.5,10260.1
59027,20230518204957,9.0,1009.3,54,309,6.4,1.3,10179.2
59037,20230518204957,17.2,1015.0,23,44,2.3,1.4,10365.7
59046,20230518204957,20.3,1012.0,70,125,2.2,0.6,10040.7
59058,20230518204957,34.8,1022.5,68,327,9.8,1.4,10111.6
59065,20230518204957,6.0,1020.4,95,265,14.5,1.5,10418.2
59209,20230518204957,1.1,1026.2,63,19,9.0,0.0,10385.5
59211,20230518204957,0.2,1007.6,54,203,10.1,0.2,10017.3
59218,20230518204957,12.4,1013.8,29,238,2.5,1.5,10393.9
