站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230518210522,28.6,1003.9,28,301,8.1,1.2,10065.2
58015,20230518210522,30.6,1011.4,76,62,13.4,1.2,10485.7
58102,20230518210522,1.9,1016.8,37,138,1.7,0.3,10250.2
58118,20230518210522,19.3,1001.5,21,251,7.3,1.1,10062.2
58122,20230518210522,30.6,1005.1,13,296,2.0,0.4,10214.8
58203,20230518210522,29.1,1023.6,97,127,4.7,1.2,10060.5
58215,20230518210522,0.1,1012.9,14,218,7.7,1.3,10346.1
58221,20230518210522,2.3,1004.4,97,133,3.0,1.2,10483.7
58225,20230518210522,28.1,1025.5,68,147,13.8,0.7,10411.9
58236,20230518210522,10.7,1020.4,25,281,4.7,1.2,10404.2
58311,20230518210522,25.9,1004.6,44,35,11.0,1.2,10351.4
58314,20230518210522,29.6,1025.2,2,65,13.1,0.6,10298.9
58319,20230518210522,17.4,1014.1,47,339,5.4,0.9,10472.6
58321,20230518210522,17.7,1017.0,86,283,1.6,0.1,10443.1
58326,20230518210522,0.1,1000.8,66,240,3.0,0.4,10444.0
58336,20230518210522,13.7,1015.1,62,80,2.5,1.1,10086.3
58338,20230518210522,30.8,1018.0,88,354,13.3,1.4,10248.1
58414,20230518210522,10.6,1005.1,32,102,4.6,1.2,10141.7
58419,20230518210522,27.7,1022.7,2,269,11.3,0.3,10457.1
58424,20230518210522,34.7,1016.4,78,95,14.8,0.3,10143.3
58429,20230518210522,6.6,1016.6,34,284,12.3,0.1,10028.8
58436,20230518210522,4.6,1023.4,5,16,6.0,0.8,10274.0
58437,20230518210522,24.0,1020.6,16,4,8.6,1.2,10151.0
58520,20230518210522,6.1,1016.7,47,102,1.7,0.8,10134.3
58531,20230518210522,23.7,1018.7,46,240,12.5,0.7,10497.5
54406,20230518210522,6.2,1006.2,89,234,6.3,0.0,10052.1
54416,20230518210522,1.0,1002.5,81,356,3.7,1.5,10401.8
54511,20230518210522,1.8,1008.9,18,284,0.1,0.0,10431.7
58725,20230518210522,10.2,1022.7,48,265,6.1,1.3,10342.9
58730,20230518210522,19.8,1017.4,8,276,2.8,0.3,10446.5
58731,20230518210522,1.9,1007.2,46,56,7.0,0.9,10236.7
58734,20230518210522,11.0,1024.8,18,72,3.7,1.5,10012.3
58737,20230518210522,23.1,1007.8,27,251,9.7,1.3,10062.2
58744,20230518210522,4.4,1019.3,27,6,4.2,1.3,10357.0
58754,20230518210522,34.0,1022.0,25,213,11.8,0.1,10080.8
58818,20230518210522,12.9,1019.7,88,257,2.0,0.8,10035.1
58820,20230518210522,12.1,1001.1,42,161,4.4,0.3,10004.6
58834,20230518210522,30.0,1002.2,62,351,6.1,0.7,10338.7
58837,20230518210522,4.7,1014.5,80,316,10.5,0.0,10366.5
58843,20230518210522,31.7,1005.8,76,185,2.2,1.0,10326.0
58846,20230518210522,15.9,1026.4,48,233,1.0,0.8,10463.1
58847,20230518210522,10.7,1024.2,20,38,0.0,0.0,10152.8
58911,20230518210522,23.9,1010.0,100,88,9.5,1.1,10355.5
58918,20230518210522,22.8,1014.3,39,348,10.8,0.5,10330.5
58921,20230518210522,4.8,1010.8,9,97,4.7,1.1,10141.1
58926,20230518210522,22.2,1004.1,39,246,5.3,0.5,10174.6
58927,20230518210522,31.1,1011.5,68,226,11.2,0.6,10025.9
58931,20230518210522,19.3,1001.7,84,61,8.2,1.3,10324.2
58933,20230518210522,25.2,1008.7,88,66,1.5,0.7,10002.2
58936,20230518210522,13.5,1026.4,87,283,5.0,0.4,10094.1
58944,20230518210522,7.4,1002.1,8,329,2.6,0.2,10095.3
59113,20230518210522,25.3,1010.4,16,201,9.2,1.4,10264.8
59126,20230518210522,25.3,1019.2,57,199,11.1,1.5,10410.9
59133,20230518210522,21.9,1021.0,2,352,4.4,1.1,10456.5
59134,20230518210522,15.3,1002.9,6,101,0.2,1.2,10484.4
59321,20230518210522,22.9,1014.8,43,120,3.3,0.1,10453.9
52323,20230518210522,34.5,1024.8,36,103,8.2,0.7,10443.2
52418,20230518210522,9.4,1026.1,73,221,2.8,0.5,10193.5
52424,20230518210522,11.8,1011.8,29,100,12.9,1.4,10076.0
52436,20230518210522,31.1,1018.3,88,61,3.7,1.0,10064.4
52446,20230518210522,32.3,1002.9,55,209,4.9,0.5,10006.0
52447,20230518210522,18.0,1011.5,28,346,7.3,0.8,10288.7
52533,20230518210522,27.3,1014.0,13,317,9.0,0.5,10014.5
52546,20230518210522,33.7,1011.4,23,162,12.7,0.1,10486.5
52652,20230518210522,18.5,1002.6,49,38,8.3,1.0,10499.9
52661,20230518210522,26.2,1017.8,93,218,3.5,1.5,10308.1
52674,20230518210522,13.6,1003.8,45,112,4.9,0.0,10076.6
52679,20230518210522,8.9,1007.6,91,283,13.0,0.0,10481.7
52681,20230518210522,13.3,1020.1,86,316,1.9,0.9,10362.2
52787,20230518210522,29.5,1020.5,3,279,4.0,1.0,10341.9
52797,20230518210522,0.0,1022.1,54,145,13.9,0.9,10075.4
52884,20230518210522,17.7,1024.3,92,274,11.1,0.6,10079.1
52895,20230518210522,33.8,1004.0,67,102,7.6,0.7,10133.7
