站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230518204557,4.4,1001.9,81,48,3.1,1.5,10174.1
58015,20230518204557,27.0,1013.7,24,140,1.5,0.6,10463.5
58102,20230518204557,16.3,1001.4,37,158,8.8,1.1,10489.3
58118,20230518204557,9.1,1000.2,64,19,3.7,0.4,10188.4
58122,20230518204557,6.6,1017.6,2,235,13.0,0.9,10348.4
58203,20230518204557,8.1,1026.3,41,144,9.0,0.3,10451.5
58215,20230518204557,21.2,1018.8,96,121,13.7,0.7,10399.8
58221,20230518204557,0.3,1000.5,54,85,12.9,0.8,10465.4
58225,20230518204557,29.3,1017.7,93,213,10.3,0.9,10154.6
58236,20230518204557,15.0,1018.8,5,348,1.6,1.2,10030.1
58311,20230518204557,19.5,1014.2,14,279,9.0,0.8,10325.9
58314,20230518204557,12.0,1022.6,13,294,5.3,1.3,10495.8
58319,20230518204557,21.6,1009.5,9,302,13.7,0.9,10105.3
58321,20230518204557,33.4,1012.8,57,329,7.7,0.0,10495.5
58326,20230518204557,1.3,1002.6,55,296,1.5,1.1,10220.7
58336,20230518204557,0.4,1009.9,77,286,7.2,0.0,10065.3
58338,20230518204557,32.3,1008.3,36,231,9.3,0.4,10194.0
58414,20230518204557,5.2,1017.1,61,267,4.9,0.4,10390.0
58419,20230518204557,19.0,1025.7,87,204,14.0,0.4,10386.0
58424,20230518204557,20.1,1007.9,9,214,3.8,1.2,10256.8
58429,20230518204557,21.9,1015.1,97,47,8.6,0.8,10463.5
58436,20230518204557,3.1,1005.5,16,155,3.1,1.2,10181.8
58437,20230518204557,12.6,1006.6,52,101,8.1,0.6,10335.1
58520,20230518204557,2.3,1001.5,70,9,9.2,0.1,10484.7
58531,20230518204557,23.0,1011.0,49,225,14.4,1.2,10114.3
54406,20230518204557,20.3,1000.5,36,162,1.0,0.2,10237.9
54416,20230518204557,3.0,1021.8,25,218,12.7,0.7,10420.2
54511,20230518204557,11.5,1026.2,29,1,10.0,1.3,10293.2
58725,20230518204557,18.6,1001.4,59,126,4.4,1.4,10270.7
58730,20230518204557,9.2,1008.4,61,51,8.5,0.7,10274.3
58731,20230518204557,18.9,1024.7,16,353,2.8,0.7,10390.7
58734,20230518204557,34.5,1024.0,63,107,13.8,1.0,10020.7
58737,20230518204557,34.3,1015.3,12,302,12.4,0.9,10223.8
58744,20230518204557,14.5,1005.2,37,289,8.1,1.2,10029.3
58754,20230518204557,2.6,1015.8,19,216,14.0,0.5,10406.7
58818,20230518204557,17.2,1024.3,81,67,14.8,1.4,10325.2
58820,20230518204557,29.6,1020.8,96,178,8.1,1.0,10252.7
58834,20230518204557,19.4,1016.7,74,337,5.6,0.9,10040.8
58837,20230518204557,20.1,1003.0,72,228,14.8,0.9,10106.2
58843,20230518204557,29.2,1014.1,86,321,5.4,0.9,10344.9
58846,20230518204557,11.0,1000.6,88,83,4.9,0.6,10426.3
58847,20230518204557,10.9,1001.0,35,148,6.9,1.1,10325.7
58911,20230518204557,6.9,1001.8,5,216,2.5,0.7,10153.4
58918,20230518204557,26.1,1001.3,1,317,14.4,0.5,10219.9
58921,20230518204557,20.5,1016.2,72,196,1.3,1.4,10359.4
58926,20230518204557,14.7,1003.2,74,275,8.4,0.3,10117.9
58927,20230518204557,5.8,1001.3,2,172,13.8,0.5,10051.8
58931,20230518204557,19.1,1009.7,78,20,5.0,0.1,10144.7
58933,20230518204557,34.5,1017.7,41,98,11.9,0.3,10397.9
58936,20230518204557,26.0,1011.6,7,119,6.5,0.3,10355.7
58944,20230518204557,31.4,1004.5,83,136,0.8,1.5,10401.1
59113,20230518204557,11.4,1013.0,41,233,12.4,0.1,10186.8
59126,20230518204557,1.9,1001.9,63,254,1.8,1.4,10364.7
59133,20230518204557,3.2,1009.0,31,74,8.8,1.2,10455.7
59134,20230518204557,10.5,1003.4,73,32,0.9,0.6,10387.9
59321,20230518204557,15.6,1008.1,49,207,13.1,0.5,10017.7
52323,20230518204557,7.3,1010.7,38,173,6.3,1.2,10491.3
52418,20230518204557,2.7,1006.1,84,211,2.2,1.0,10453.6
52424,20230518204557,3.9,1016.2,72,46,12.2,0.4,10205.0
52436,20230518204557,13.5,1025.7,80,245,9.4,1.1,10465.0
52446,20230518204557,24.4,1013.7,58,307,13.5,0.2,10434.4
52447,20230518204557,3.4,1002.3,33,332,0.5,0.7,10306.6
52533,20230518204557,26.5,1014.4,1,331,8.2,1.2,10008.3
52546,20230518204557,0.4,1017.3,29,49,7.2,0.7,10063.6
52652,20230518204557,2.9,1013.0,20,76,1.5,0.8,10043.7
52661,20230518204557,16.8,1000.4,56,130,7.3,0.3,10277.3
52674,20230518204557,33.6,1000.5,38,239,8.4,1.0,10312.0
52679,20230518204557,16.1,1022.2,61,354,8.2,0.4,10041.4
52681,20230518204557,18.7,1004.9,63,163,9.1,1.3,10293.4
52787,20230518204557,14.5,1006.1,55,338,13.8,0.5,10251.3
52797,20230518204557,16.0,1010.6,96,251,5.6,0.9,10036.1
52884,20230518204557,30.0,1014.5,53,21,8.9,0.0,10448.9
52895,20230518204557,24.9,1023.4,56,175,10.5,1.4,10114.0
52983,20230518204557,12.5,1017.3,22,333,6.7,1.5,10008.4
52984,20230518204557,0.7,1020.6,26,138,9.2,0.0,10133.7
52986,20230518204557,25.9,1020.2,12,242,3.2,0.3,10131.3
52996,20230518204557,10.0,1020.5,44,52,8.6,0.2,10336.1
53821,20230518204557,30.9,1024.5,23,29,12.4,0.8,10097.2
53915,20230518204557,23.4,1016.8,59,230,11.4,0.7,10274.1
53923,20230518204557,0.5,1007.1,30,316,1.3,0.4,10056.5
56074,20230518204557,19.3,1021.7,55,219,3.9,0.5,10055.5
56080,20230518204557,18.9,1000.3,37,228,11.8,1.0,10008.7
56093,20230518204557,15.0,1017.4,56,177,2.8,1.4,10332.0
56096,20230518204557,26.8,1003.9,8,49,0.5,0.4,10058.2
57014,20230518204557,11.5,1010.5,57,245,4.0,0.3,10280.8
57996,20230518204557,11.0,1022.0,1,279,11.0,0.4,10367.0
59072,20230518204557,34.3,1009.7,89,5,0.1,0.0,10344.8
59082,20230518204557,31.7,1013.5,55,82,0.9,0.6,10010.2
59087,20230518204557,21.3,1001.7,81,56,8.3,1.3,10438.5
59088,20230518204557,17.5,1003.7,90,6,6.2,0.6,10266.8
59096,20230518204557,17.6,1024.3,98,274,12.5,0.6,10174.4
59097,20230518204557,29.0,1000.2,47,238,4.4,1.3,10222.5
59107,20230518204557,24.0,1012.5,56,352,6.7,1.2,10231.6
59116,20230518204557,33.7,1020.7,62,107,12.9,0.3,10136.9
59117,20230518204557,28.1,1002.5,5,266,7.3,0.9,10286.0
59271,20230518204557,22.4,1002.4,5,152,7.3,1.0,10240.3
59278,20230518204557,26.7,1008.6,24,193,11.8,0.2,10046.7
59280,20230518204557,12.6,1015.6,7,328,14.3,0.7,10118.4
59287,20230518204557,33.8,1020.5,55,186,11.5,1.4,10393.2
59289,20230518204557,10.6,1002.1,6,4,0.3,0.5,10454.5
59293,20230518204557,34.0,1021.6,19,246,1.5,0.1,10366.1
59294,20230518204557,10.9,1024.5,17,161,3.8,0.2,10428.2
59298,20230518204557,17.3,1009.9,79,34,1.4,1.2,10030.7
59303,20230518204557,16.4,1016.9,6,295,0.7,0.2,10217.2
59304,20230518204557,21.7,1014.8,48,117,3.4,0.9,10370.5
59306,20230518204557,24.8,1023.4,55,167,12.9,0.2,10339.1
59310,20230518204557,35.0,1002.7,19,251,9.1,0.8,10144.7
59316,20230518204557,19.3,1015.7,79,211,2.8,1.1,10105.2
59317,20230518204557,10.2,1025.5,90,128,1.8,1.2,10424.2
