站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230518210322,29.2,1001.8,29,131,5.2,0.7,10203.3
58015,20230518210322,8.3,1021.2,50,78,9.5,1.0,10180.8
58102,20230518210322,2.1,1013.2,28,162,7.6,0.9,10490.0
58118,20230518210322,5.5,1006.5,99,86,9.3,1.2,10156.7
58122,20230518210322,4.0,1009.2,90,135,0.0,0.1,10458.1
58203,20230518210322,5.9,1015.3,26,275,8.7,1.4,10471.8
58215,20230518210322,4.8,1009.7,44,114,13.5,0.6,10335.7
58221,20230518210322,20.9,1017.3,56,264,1.3,0.5,10005.1
58225,20230518210322,8.1,1005.5,34,164,4.7,0.6,10081.9
58236,20230518210322,21.7,1008.9,30,265,14.2,0.3,10057.9
58311,20230518210322,19.4,1002.8,26,195,5.8,0.9,10434.7
58314,20230518210322,20.9,1022.1,38,328,11.9,0.5,10431.3
58319,20230518210322,25.7,1006.8,27,194,8.0,0.8,10252.2
58321,20230518210322,23.4,1017.1,83,10,13.2,1.5,10030.8
58326,20230518210322,33.5,1011.0,28,77,5.4,1.2,10304.4
58336,20230518210322,14.9,1003.3,74,169,11.5,0.6,10242.7
58338,20230518210322,17.5,1013.2,54,261,0.8,0.7,10132.9
58414,20230518210322,16.3,1017.8,79,298,3.2,0.8,10164.7
58419,20230518210322,19.7,1015.8,88,19,9.4,0.6,10233.2
58424,20230518210322,12.2,1009.9,73,244,4.2,0.5,10407.7
58429,20230518210322,29.2,1009.0,95,234,11.7,1.5,10214.0
58436,20230518210322,14.3,1016.3,36,296,12.4,1.3,10238.6
58437,20230518210322,3.6,1000.0,88,80,14.8,0.6,10337.4
58520,20230518210322,20.1,1014.9,61,44,0.8,0.5,10048.1
58531,20230518210322,5.4,1016.7,86,230,14.2,0.3,10060.0
54406,20230518210322,21.0,1005.5,24,99,1.1,1.4,10466.5
54416,20230518210322,32.4,1011.3,95,171,4.8,1.3,10344.0
54511,20230518210322,13.5,1008.0,76,3,4.6,0.4,10285.0
58725,20230518210322,15.4,1014.3,1,209,10.5,0.6,10004.7
58730,20230518210322,2.1,1022.9,80,184,0.2,1.4,10006.8
58731,20230518210322,28.3,1021.0,64,20,8.8,1.3,10338.3
58734,20230518210322,8.1,1016.0,55,198,4.7,0.2,10282.6
58737,20230518210322,31.3,1016.8,22,222,14.3,1.0,10172.5
58744,20230518210322,9.2,1008.7,35,300,3.3,1.3,10247.4
58754,20230518210322,19.1,1009.5,73,130,8.5,0.7,10228.6
58818,20230518210322,20.9,1020.9,94,234,13.6,0.8,10300.3
58820,20230518210322,29.7,1011.0,87,329,10.0,1.1,10129.6
58834,20230518210322,13.0,1011.1,96,265,9.3,0.6,10084.2
58837,20230518210322,2.3,1008.2,15,124,11.9,1.0,10062.8
58843,20230518210322,4.5,1025.3,18,10,1.9,0.3,10173.5
58846,20230518210322,28.4,1013.3,98,159,4.3,1.5,10005.3
58847,20230518210322,6.9,1010.2,53,100,7.4,0.0,10176.9
58911,20230518210322,18.9,1002.4,84,68,3.3,0.6,10355.4
58918,20230518210322,2.4,1015.6,85,177,6.0,0.5,10400.6
58921,20230518210322,26.9,1022.4,33,347,2.7,0.5,10162.9
58926,20230518210322,4.1,1012.6,99,189,5.8,0.3,10325.4
58927,20230518210322,25.9,1021.8,100,276,13.7,1.0,10418.5
58931,20230518210322,9.0,1012.7,74,195,1.9,0.9,10049.4
58933,20230518210322,22.1,1003.9,73,202,2.5,0.8,10370.0
58936,20230518210322,26.1,1024.9,80,219,10.7,0.2,10255.7
