站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230518210422,21.1,1012.2,97,97,1.2,0.1,10465.3
58015,20230518210422,26.1,1007.7,3,268,7.1,1.3,10202.1
58102,20230518210422,9.7,1002.6,11,254,4.2,0.9,10011.0
58118,20230518210422,15.0,1010.6,14,42,14.6,1.1,10244.9
58122,20230518210422,17.6,1001.8,85,124,13.6,0.0,10076.5
58203,20230518210422,15.2,1026.1,65,98,0.8,0.7,10332.0
58215,20230518210422,33.0,1021.0,7,236,12.8,0.0,10014.5
58221,20230518210422,14.9,1019.2,65,326,8.8,0.5,10032.7
58225,20230518210422,11.8,1003.4,28,159,9.2,1.1,10467.9
58236,20230518210422,34.0,1015.5,78,240,0.9,0.6,10145.9
58311,20230518210422,31.8,1011.8,63,133,3.3,0.0,10391.2
58314,20230518210422,11.3,1011.0,32,2,2.7,0.7,10182.3
58319,20230518210422,31.7,1002.3,82,183,8.4,0.0,10367.6
58321,20230518210422,18.2,1010.9,10,359,7.1,1.1,10222.8
58326,20230518210422,19.2,1024.0,83,322,10.0,1.2,10252.9
58336,20230518210422,17.5,1009.0,58,286,10.0,0.4,10285.1
58338,20230518210422,7.1,1019.8,82,98,11.1,0.2,10260.7
58414,20230518210422,26.8,1007.9,20,115,5.0,0.0,10117.6
58419,20230518210422,11.4,1000.1,27,306,5.6,0.4,10315.8
58424,20230518210422,7.2,1014.5,69,281,7.0,1.3,10246.1
58429,20230518210422,23.7,1003.2,69,333,0.7,0.9,10014.7
58436,20230518210422,8.2,1001.0,57,357,4.2,0.7,10189.5
58437,20230518210422,34.1,1007.2,28,138,12.9,1.3,10339.5
58520,20230518210422,0.0,1013.9,90,26,7.1,0.5,10469.0
58531,20230518210422,2.1,1000.1,28,85,10.6,1.2,10387.2
54406,20230518210422,5.3,1015.9,74,224,1.5,0.9,10308.9
54416,20230518210422,8.4,1026.1,95,171,1.5,0.2,10354.4
54511,20230518210422,23.4,1005.9,100,82,4.3,1.2,10102.6
58725,20230518210422,24.0,1008.3,68,277,8.4,0.3,10039.0
58730,20230518210422,10.9,1005.8,45,26,4.2,0.5,10363.7
58731,20230518210422,30.1,1003.3,44,68,10.6,1.4,10111.0
58734,20230518210422,15.8,1019.4,43,176,9.3,0.9,10293.8
58737,20230518210422,4.5,1024.1,31,85,2.9,0.6,10348.6
58744,20230518210422,7.6,1018.5,38,228,14.0,0.2,10256.4
58754,20230518210422,24.0,1008.1,57,306,10.0,0.8,10024.5
58818,20230518210422,26.9,1014.5,87,58,5.6,0.4,10314.6
58820,20230518210422,8.7,1017.6,50,150,10.5,0.4,10221.9
58834,20230518210422,15.6,1022.7,12,142,12.9,0.4,10078.5
58837,20230518210422,5.7,1007.9,78,7,8.6,1.0,10491.5
58843,20230518210422,7.8,1007.1,21,264,2.8,0.6,10424.2
58846,20230518210422,5.2,1017.2,23,67,1.0,0.3,10009.6
58847,20230518210422,11.5,1021.7,27,182,3.9,1.3,10323.8
58911,20230518210422,22.0,1019.4,20,23,12.4,0.1,10086.2
58918,20230518210422,17.4,1019.8,57,178,2.1,0.0,10163.0
58921,20230518210422,19.1,1012.8,18,27,2.0,0.3,10041.8
58926,20230518210422,7.5,1004.2,5,198,7.4,0.6,10479.6
58927,20230518210422,12.1,1019.8,57,116,1.3,0.0,10365.3
58931,20230518210422,10.8,1025.5,84,91,11.0,1.1,10335.3
58933,20230518210422,27.9,1015.6,44,254,9.9,0.5,10086.1
58936,20230518210422,28.8,1018.2,48,111,11.9,0.8,10420.4
