站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
1111,20230518204857,34.8,1010.5,58,178,8.1,0.9,10310.6
58015,20230518204857,30.0,1015.2,92,210,13.2,0.1,10414.2
58102,20230518204857,29.8,1011.3,14,157,0.2,0.9,10250.1
58118,20230518204857,28.7,1011.3,21,181,10.5,0.2,10451.7
58122,20230518204857,31.3,1022.1,77,104,2.7,0.6,10104.4
58203,20230518204857,34.8,1000.6,91,322,8.0,0.9,10234.5
58215,20230518204857,0.9,1021.3,52,125,13.8,0.9,10043.3
58221,20230518204857,15.5,1025.4,75,63,14.7,1.0,10380.3
58225,20230518204857,18.0,1016.5,34,204,3.1,0.1,10175.7
58236,20230518204857,20.9,1001.2,43,279,8.9,0.0,10258.1
58311,20230518204857,20.3,1011.4,87,104,2.7,1.4,10170.6
58314,20230518204857,1.6,1014.0,36,178,13.9,0.5,10399.2
58319,20230518204857,11.0,1020.7,63,351,2.9,1.5,10216.3
58321,20230518204857,34.1,1000.1,56,73,10.6,1.3,10104.6
58326,20230518204857,15.7,1014.0,59,18,0.4,0.8,10427.6
58336,20230518204857,26.1,1024.9,57,32,8.9,0.8,10439.0
58338,20230518204857,34.0,1013.5,77,88,1.5,1.0,10088.0
58414,20230518204857,2.4,1020.5,28,239,14.3,0.2,10324.5
58419,20230518204857,24.4,1023.9,30,248,7.1,0.3,10407.4
58424,20230518204857,33.7,1000.6,23,182,2.0,0.6,10028.0
58429,20230518204857,16.1,1010.4,77,159,13.2,0.4,10231.4
58436,20230518204857,29.8,1007.1,19,25,8.1,0.9,10363.5
58437,20230518204857,34.0,1008.7,43,98,6.6,1.1,10301.2
58520,20230518204857,4.2,1026.3,47,197,14.9,1.2,10000.4
58531,20230518204857,13.0,1013.5,94,309,12.7,0.2,10378.1
54406,20230518204857,28.0,1006.3,80,38,2.5,0.2,10452.5
54416,20230518204857,28.4,1004.5,13,37,7.7,0.2,10050.6
54511,20230518204857,19.5,1023.8,48,85,14.3,0.9,10484.5
58725,20230518204857,22.0,1003.0,35,213,6.7,1.5,10089.9
58730,20230518204857,26.9,1010.1,16,205,8.2,0.3,10436.0
58731,20230518204857,7.5,1002.5,72,17,4.2,1.1,10464.6
58734,20230518204857,20.5,1022.0,76,299,12.0,1.0,10376.5
58737,20230518204857,23.9,1016.9,60,97,13.6,0.9,10347.2
58744,20230518204857,8.6,1017.4,66,120,12.8,0.1,10201.7
58754,20230518204857,0.9,1016.0,22,39,7.7,1.2,10422.7
58818,20230518204857,32.7,1016.2,48,73,6.7,0.6,10184.0
58820,20230518204857,26.5,1011.1,70,322,1.5,0.8,10314.9
58834,20230518204857,24.7,1016.0,83,107,0.0,1.1,10375.8
58837,20230518204857,27.2,1025.2,13,270,6.4,0.9,10144.7
58843,20230518204857,26.8,1001.7,2,155,0.7,1.3,10375.1
58846,20230518204857,13.7,1023.1,26,284,2.0,0.7,10286.0
58847,20230518204857,3.8,1017.9,79,59,10.7,1.2,10436.9
58911,20230518204857,25.7,1011.6,6,167,14.6,0.1,10008.1
58918,20230518204857,12.0,1003.5,91,126,8.4,0.7,10037.8
58921,20230518204857,8.2,1002.0,34,128,11.4,0.7,10388.7
58926,20230518204857,3.8,1015.5,3,11,3.9,1.2,10460.7
58927,20230518204857,11.3,1019.9,61,305,5.6,0.5,10431.9
58931,20230518204857,34.6,1020.5,74,104,9.0,0.7,10253.4
58933,20230518204857,18.7,1010.7,44,288,4.7,1.3,10267.2
58936,20230518204857,10.8,1024.2,73,47,0.2,0.6,10045.9
58944,20230518204857,3.9,1010.7,34,270,10.1,0.6,10224.4
59113,20230518204857,2.9,1017.4,93,231,9.6,1.3,10432.0
59126,20230518204857,19.9,1022.1,47,135,13.8,0.6,10153.9
59133,20230518204857,11.6,1017.1,72,331,11.3,1.1,10345.9
59134,20230518204857,31.7,1014.4,70,320,12.8,0.7,10457.8
59321,20230518204857,24.5,1009.9,51,139,6.0,1.4,10133.2
52323,20230518204857,30.8,1009.9,80,327,14.0,0.1,10096.9
52418,20230518204857,12.2,1016.9,98,156,4.2,0.4,10369.1
52424,20230518204857,0.3,1008.5,18,194,8.7,1.5,10251.3
52436,20230518204857,32.9,1026.4,38,77,9.5,0.7,10376.7
52446,20230518204857,18.3,1020.6,93,86,14.3,1.5,10480.7
52447,20230518204857,31.3,1002.2,29,254,12.2,1.0,10011.4
52533,20230518204857,15.3,1021.8,2,4,1.6,1.0,10154.6
52546,20230518204857,3.4,1022.4,38,100,10.5,1.1,10468.4
52652,20230518204857,0.6,1009.1,60,190,4.8,0.7,10016.6
52661,20230518204857,27.0,1001.1,95,106,12.8,0.7,10008.2
